OrthoGroupID	Description	#Species	#Single-Copy	#Multi-Copy	ProtMedianLength	EvoRate	BiologicalProcesses	InterProDomains
EOG091G0DRZ	"zinc finger protein 330"	313	296	17	318	0.7272	NA	IPR010531
EOG091G0DTB	"Sirtuin family, catalytic core domain"	298	288	10	310	0.9543	GO:0006471	IPR003000;IPR026587;IPR026590;IPR026591;IPR029035
EOG091G0DTD	"golgi to ER traffic protein 4"	309	295	14	318	1.0418	GO:0051220;GO:0071816;GO:1904378	IPR007317
EOG091G0DTE	"WD40 repeat"	321	295	26	320	0.7679	NA	IPR001680;IPR015943;IPR017986
EOG091G0DTP	"decapping enzyme, scavenger"	312	290	22	331	1.0742	GO:0000290;GO:0009056;GO:0034641;GO:0034655	IPR008594;IPR011145;IPR011146
EOG091G0DUX	"polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa"	301	288	13	310	0.8972	GO:0009058;GO:0034641	IPR007832;IPR011991;IPR016049
EOG091G0DVQ	"growth hormone inducible transmembrane protein"	315	282	33	345	0.9297	NA	IPR006214
EOG091G0DWW	"KIAA2013"	304	285	19	593	1.2451	NA	IPR018795
EOG091G0DXC	"TNF receptor-associated factor 3 interacting protein 1"	284	262	22	606	1.3474	GO:0042384	IPR018799
EOG091G0DXE	"HGH1 homolog"	258	243	15	366	1.1186	NA	IPR007205;IPR007206;IPR011989;IPR016024
EOG091G0DXP	"unc-50 homolog (C. elegans)"	302	288	14	259	0.8732	NA	IPR007881
EOG091G0DXV	"microfibrillar-associated protein 1"	296	269	27	439	0.8563	NA	IPR009730
EOG091G0DYU	"glutamate-cysteine ligase, modifier subunit"	306	297	9	266	1.2394	GO:0006534;GO:0006536;GO:0006749;GO:0006979;GO:0008637;GO:0035229;GO:0050880;GO:0051900;GO:2001237	IPR023210
EOG091G0DYW	"zinc finger CCCH-type containing 15"	323	295	28	404	0.8828	NA	IPR000571;IPR032378
EOG091G0E06	"Ribonuclease HII/HIII"	260	246	14	305	0.9386	GO:0016070;GO:0034641;GO:0090305	IPR001352;IPR004649;IPR012337;IPR023160;IPR024567
EOG091G0E11	"Ts translation elongation factor, mitochondrial"	269	258	11	315	1.1533	GO:0009058	IPR001816;IPR009060;IPR014039;IPR018101
EOG091G0E2R	"deoxyhypusine hydroxylase/monooxygenase"	286	276	10	302	0.8803	NA	IPR004155;IPR011989;IPR016024;IPR027517
EOG091G0E2X	"zinc finger, HIT-type containing 6"	291	282	9	331	1.2975	GO:0000492	IPR007529
EOG091G0E3F	"etoposide induced 2.4"	299	273	26	339	1.0302	GO:0030308	IPR009890
EOG091G0E3V	"exosome component 2"	293	278	15	293	0.8412	NA	IPR004088;IPR012340;IPR022967;IPR025721;IPR026699
EOG091G0E5O	"eukaryotic translation initiation factor 3, subunit H"	311	288	23	337	0.9221	NA	IPR000555;IPR027524
EOG091G0E5P	"transmembrane protein 64"	274	262	12	285	1.0526	NA	IPR015414;IPR032816
EOG091G0E7S	"Transcription factor TFIIB"	323	295	28	315	0.6487	GO:0006352	IPR000812;IPR013137;IPR013150;IPR013763;IPR023486
EOG091G0E8J	"macrophage erythroblast attacher"	313	285	28	394	0.9367	NA	IPR006594;IPR006595;IPR013144;IPR024964
EOG091G0EA2	"mitochondrial ribosomal protein L24"	281	266	15	222	0.9853	GO:0009058	IPR003256;IPR005824;IPR005825;IPR008991;IPR014722
EOG091G0EAF	"DNA primase, small subunit"	286	263	23	417	1.0674	GO:0006269;GO:0009058;GO:0034641	IPR002755;IPR014052
EOG091G0EBA	"testis expressed 10"	294	281	13	684	1.4491	NA	IPR011989;IPR016024;IPR024679
EOG091G0EH8	"capping protein (actin filament) muscle Z-line, beta"	324	303	21	274	0.6263	GO:0030036;GO:0051016	IPR001698;IPR019771
EOG091G0EHF	"signal peptide peptidase like 3"	307	294	13	384	0.7464	NA	IPR006639;IPR007369
EOG091G0EHY	"glyoxalase domain containing 4"	305	292	13	290	0.9096	NA	IPR025870;IPR029068
EOG091G0EHZ	"Nitric oxide synthase-interacting"	264	242	22	293	0.928	GO:0050999	IPR013083;IPR016818;IPR031790
EOG091G0EKA	"diphthamide biosynthesis 5"	317	301	16	281	0.8142	GO:0006464;GO:0008152;GO:0009058;GO:0017183;GO:0032259	IPR000878;IPR004551;IPR014776;IPR014777
EOG091G0ELO	"immunoglobulin (CD79A) binding protein 1"	307	262	45	340	1.3665	NA	IPR007304
EOG091G0ELS	"mitochondrial ribosomal protein S35"	314	298	16	323	1.0071	NA	IPR019349
EOG091G0EM6	"mitochondrial ribosomal protein S15"	271	236	35	259	1.4099	GO:0009058	IPR000589;IPR005290;IPR009068
EOG091G0EMF	"glucosamine-phosphate N-acetyltransferase 1"	309	291	18	189	0.9838	NA	IPR000182;IPR016181
EOG091G0EO4	"low density lipoprotein receptor-related protein associated protein 1"	305	285	20	351	1.2745	NA	IPR009066;IPR010483
EOG091G0EQR	"chromosome 7 open reading frame 25"	307	296	11	419	1.1678	NA	IPR010733
EOG091G0ER1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	309	259	50	412	0.8765	GO:0043044	IPR009071;IPR030089
EOG091G0ERU	"coiled-coil domain containing 47"	312	301	11	482	0.97	GO:0001649;GO:0006983;GO:0007029;GO:0009791;GO:0030433;GO:0055074	IPR012879
EOG091G0ES6	"coiled-coil domain containing 130"	261	245	16	353	0.8859	GO:0009615	IPR007590
EOG091G0EUU	"Ribosomal protein S5 domain 2-type fold"	267	254	13	396	0.9883	GO:0019287	IPR005935;IPR006204;IPR013750;IPR014721;IPR020568;IPR029765
EOG091G0EVK	"Williams Beuren syndrome chromosome region 22"	312	299	13	277	0.8956	GO:0008152;GO:0032259	IPR013216;IPR022238;IPR029063
EOG091G0EZ8	"sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)"	283	264	19	415	1.1798	NA	IPR005135
EOG091G0EZO	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5"	309	289	20	333	0.9097	GO:0008152;GO:0032259	IPR013216;IPR029063
EOG091G0F0I	"phosphatidylinositol glycan anchor biosynthesis, class U"	315	290	25	429	1.1434	GO:0006464;GO:0006629;GO:0009058	IPR009600
EOG091G0F70	"uroporphyrinogen III synthase"	291	271	20	264	1.3182	GO:0033014	IPR003754
EOG091G0F93	"coiled-coil domain containing 22"	259	238	21	581	1.411	GO:0006878;GO:0006893;GO:0007253;GO:0043123;GO:0043124;GO:2000060	IPR008530
EOG091G0FAM	"Zinc finger, RING-type"	306	244	62	326	0.7999	NA	IPR000571;IPR001841;IPR013083;IPR017907
EOG091G0FH3	"mitochondrial ribosomal protein L22"	317	302	15	208	0.9831	NA	IPR001063;IPR005727
EOG091G0FIJ	"dynactin 4 (p62)"	321	298	23	467	1.0992	NA	IPR008603
EOG091G0FJB	"Tetratricopeptide repeat"	299	266	33	288	0.8388	GO:0016567	IPR003613;IPR011990;IPR013026;IPR013083;IPR019734
EOG091G0FOR	"INO80 complex, subunit Ies2"	259	241	18	322	1.1198	GO:0006338	IPR006880;IPR007529;IPR029523
EOG091G0FPM	"abhydrolase domain containing 13"	297	292	5	337	0.9797	NA	IPR029058;IPR029059
EOG091G0FPV	"alpha-methylacyl-CoA racemase"	294	271	23	380	0.9617	NA	IPR003673;IPR023606
EOG091G0FQ2	"ribose 5-phosphate isomerase A"	315	293	22	247	0.8193	GO:0009052	IPR004788;IPR020672
EOG091G0FS8	"Thiamin pyrophosphokinase"	290	270	20	244	1.148	GO:0006772;GO:0006790;GO:0009058;GO:0009229;GO:0034641;GO:0051186	IPR006282;IPR007371;IPR007373;IPR016966
EOG091G0FSK	"proline-rich coiled-coil 1"	260	246	14	412	1.0468	NA	IPR026533;IPR026534;IPR029001
EOG091G0FTU	"transaldolase 1"	314	279	35	331	0.7658	GO:0005975;GO:0006098	IPR001585;IPR004730;IPR013785;IPR018225
EOG091G0FWS	"ALG3, alpha-1,3- mannosyltransferase"	293	285	8	438	1.0206	NA	IPR007873
EOG091G0FXV	"tRNA aspartic acid methyltransferase 1"	300	286	14	365	1.179	GO:0006306;GO:0030488	IPR001525;IPR029063;IPR031303
EOG091G0FYA	"CUE domain containing 2"	284	273	11	286	1.3167	GO:0010936;GO:1900016	IPR003892
EOG091G0FYY	"cytochrome b5 domain containing 2"	289	279	10	264	1.1824	NA	IPR001199
EOG091G0FZN	"zinc finger, CCCH-type with G patch domain"	295	276	19	517	1.3145	NA	IPR000467;IPR000571
EOG091G0G1G	"BCL2-associated athanogene 2"	299	278	21	208	1.1869	NA	IPR003103
EOG091G0G3M	"UDP-glucose ceramide glucosyltransferase"	319	289	30	394	0.8706	NA	IPR025993;IPR029044
EOG091G0G46	"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6"	279	267	12	325	1.0955	GO:0006486	IPR002659
EOG091G0G58	"Hermansky-Pudlak syndrome 1"	295	270	25	634	1.4233	NA	IPR026053
EOG091G0G6C	"activator of basal transcription 1"	259	241	18	249	1.0777	NA	IPR012677
EOG091G0G6Z	"Mitochondrial carrier domain"	310	269	41	272	0.9941	NA	IPR002067;IPR018108;IPR023395
EOG091G0G71	"Thioredoxin"	315	290	25	287	0.8953	GO:0006662;GO:0042592	IPR005746;IPR008979;IPR010400;IPR012336;IPR013766;IPR017937
EOG091G0G88	"coiled-coil domain containing 101"	271	232	39	292	0.8688	NA	IPR010750
EOG091G0G8R	"Octanoyltransferase"	273	258	15	231	0.9801	GO:0006464	IPR000544;IPR004143;IPR020605
EOG091G0G8S	"JNK1/MAPK8-associated membrane protein"	310	293	17	304	1.0332	NA	IPR008485
EOG091G0GA7	"N-6 adenine-specific DNA methyltransferase 2 (putative)"	300	290	10	214	1.0711	GO:0032259	IPR002052;IPR019369;IPR029063
EOG091G0GA8	"ribosomal RNA processing 36"	281	260	21	236	1.3536	NA	IPR009292
EOG091G0GBB	"nuclear assembly factor 1 ribonucleoprotein"	292	275	17	435	1.1755	GO:0001522	IPR007504;IPR009000
EOG091G0GD0	"LETM1 domain containing 1"	265	248	17	360	1.4458	NA	IPR011685
EOG091G0GDF	"intraflagellar transport 57"	320	301	19	407	1.098	GO:0001843;GO:0001947;GO:0006919;GO:0007224;GO:0042981;GO:0050680;GO:0060271;GO:0060972	IPR019530
EOG091G0GI9	"chromosome 12 open reading frame 49"	300	284	16	205	0.9965	NA	IPR019352
EOG091G0GIC	"general transcription factor IIH, polypeptide 3, 34kDa"	301	278	23	300	0.9674	GO:0006950;GO:0034641	IPR004600
EOG091G0GKH	"synaptosomal-associated protein, 29kDa"	313	297	16	258	1.3408	NA	IPR000727
EOG091G0GKX	"WASH1"	302	273	29	466	1.3113	GO:0034314	IPR003124;IPR021854;IPR028290
EOG091G0GMC	"APAF1 interacting protein"	302	295	7	234	0.7744	GO:0008652;GO:0009086;GO:0019509	IPR001303;IPR017714;IPR027514
EOG091G0GN7	"FIC domain containing"	317	295	22	458	0.8786	NA	IPR003812;IPR011990;IPR013026;IPR019734
EOG091G0GOU	"Shwachman-Bodian-Diamond syndrome"	309	291	18	250	0.7868	NA	IPR002140;IPR018023;IPR018978;IPR019783
EOG091G0GQO	"ATP synthase mitochondrial F1 complex assembly factor 2"	310	302	8	273	1.0277	GO:0006461;GO:0043461;GO:0065003	IPR011419;IPR023335
EOG091G0GUK	"RAB, member of RAS oncogene family-like 3"	302	277	25	236	0.9114	GO:0007264	IPR013684;IPR027417
EOG091G0GVZ	"mediator of cell motility 1"	313	291	22	295	0.7713	GO:0032886	IPR002737
EOG091G0GWF	"DnaJ (Hsp40) homolog, subfamily B, member 11"	311	300	11	358	0.7533	NA	IPR001623;IPR002939;IPR008971;IPR018253
EOG091G0GWO	"SNF8, ESCRT-II complex subunit"	313	305	8	251	0.849	GO:0010628;GO:0010797;GO:0032456;GO:0042176;GO:0045022;GO:0045732;GO:0061635;GO:1903543;GO:1903772	IPR007286;IPR011991;IPR016689
EOG091G0GY1	"syntaxin 16"	304	293	11	322	1.1694	NA	IPR000727;IPR006011;IPR006012;IPR010989;IPR028673
EOG091G0GZ4	"WW domain binding protein 4"	291	284	7	375	1.25	NA	IPR000690;IPR001202;IPR003604;IPR013085
EOG091G0H07	"zinc finger, ZZ-type containing 3"	291	271	20	787	1.2044	NA	IPR000433;IPR001005;IPR009057;IPR017930
EOG091G0H0S	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"	308	292	16	303	1.1087	GO:0009058	IPR002060;IPR008949
EOG091G0H14	"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)"	315	307	8	251	1.0661	GO:0034641	IPR007144
EOG091G0H3D	"eukaryotic translation initiation factor 3, subunit M"	319	301	18	375	0.904	NA	IPR000717;IPR011991;IPR016024;IPR027528
EOG091G0H3U	"ribophorin II"	320	304	16	634	1.2296	GO:0005975;GO:0006464;GO:0006487	IPR008814
EOG091G0H5Q	"origin recognition complex, subunit 2"	313	300	13	566	1.1468	GO:0009058;GO:0034641	IPR007220
EOG091G0H62	"FCP1 homology domain"	260	230	30	372	0.9031	NA	IPR004274;IPR023214;IPR027111
EOG091G0H64	"AAR2 splicing factor homolog"	280	265	15	379	1.1548	NA	IPR007946
EOG091G0H6A	"Translation initiation factor IF2/IF5"	315	293	22	329	0.6821	NA	IPR002735;IPR016189;IPR016190
EOG091G0H6J	"mitochondrial ribosomal protein S22"	289	275	14	353	1.2069	NA	IPR019374
EOG091G0H8F	"Autophagy-related protein 3"	310	287	23	314	0.7817	GO:0000045;GO:0009056	IPR007134;IPR007135;IPR019461
EOG091G0HAI	"splicing factor 3b, subunit 4, 49kDa"	290	280	10	403	0.5725	NA	IPR000504;IPR012677
EOG091G0HAT	"synapse associated protein 1"	314	283	31	352	1.0826	NA	IPR005607
EOG091G0HBC	"Ribosome recycling factor"	303	285	18	259	1.1864	NA	IPR002661;IPR023584;IPR024946
EOG091G0HC5	"EBNA1 binding protein 2"	316	296	20	306	1.0866	NA	IPR008610
EOG091G0HDF	"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1"	257	246	11	335	1.3776	NA	IPR011989;IPR013918;IPR016024
EOG091G0HJH	"Palmitoyl protein thioesterase"	315	283	32	299	0.9056	GO:0002084;GO:0006464	IPR002472;IPR029058;IPR030294
EOG091G0HML	"nucleoporin 50kDa"	315	288	27	468	1.26	GO:0046907	IPR000156;IPR011993;IPR015007
EOG091G0HMT	"phosphatidylinositol glycan anchor biosynthesis, class F"	285	269	16	219	1.1802	GO:0006464;GO:0006629;GO:0009058	IPR009580
EOG091G0HOK	"zinc finger, DHHC-type containing 6"	315	284	31	400	1.0525	NA	IPR001452;IPR001594
EOG091G0HP9	"transmembrane protein 192"	295	267	28	264	1.4394	NA	IPR029399
EOG091G0HQ3	"ATPase, H+ transporting, lysosomal accessory protein 2"	303	274	29	343	1.3391	NA	IPR012493
EOG091G0HS4	"phosphatidylinositol glycan anchor biosynthesis, class L"	304	287	17	253	1.1192	NA	IPR003737;IPR024078
EOG091G0HS8	"RAD1 checkpoint DNA exonuclease"	314	297	17	279	1.1256	GO:0000077;GO:0006281	IPR003011;IPR003021
EOG091G0HSB	"Protein-S-isoprenylcysteine O-methyltransferase"	297	291	6	284	0.9107	GO:0006464;GO:0006481	IPR007269;IPR025770
EOG091G0HT4	"glycerate kinase"	311	272	39	506	1.3273	GO:0006468	IPR007835;IPR025286
EOG091G0HTU	"Ribosomal protein S3Ae"	323	252	71	264	0.7061	GO:0009058	IPR001593;IPR018281;IPR027500
EOG091G0HXI	"LUC7-like 3 pre-mRNA splicing factor"	321	304	17	399	0.9099	GO:0006376;GO:0022618;GO:0065003	IPR004882
EOG091G0HXJ	"general transcription factor IIE, polypeptide 2, beta 34kDa"	307	294	13	290	0.9166	GO:0006367;GO:0009058;GO:0034641	IPR003166;IPR011991;IPR016656
EOG091G0HYF	"eukaryotic translation initiation factor 6"	300	280	20	245	0.6699	GO:0022618;GO:0042256;GO:0065003	IPR002769
EOG091G0HZK	"transcription factor 25 (basic helix-loop-helix)"	307	296	11	647	1.1293	NA	IPR006994
EOG091G0I1O	"Zinc finger, RING-type"	296	283	13	303	1.3424	GO:0007031;GO:0016558	IPR001841;IPR006845;IPR013083;IPR017907;IPR018957
EOG091G0I2X	"tRNA methyltransferase TRM10-type domain"	312	287	25	317	1.0267	NA	IPR007356;IPR016009;IPR016653;IPR028564
EOG091G0I2Z	"ribosome biogenesis regulator homolog"	248	237	11	346	1.1262	NA	IPR007023
EOG091G0I5H	"TBC1 domain family, member 7"	297	285	12	293	1.1674	GO:0031398;GO:0032007;GO:0070848;GO:1902018	IPR000195
EOG091G0I7M	"chromosome 1 open reading frame 27"	304	294	10	438	1.5681	GO:0055114	IPR029454
EOG091G0I85	"BUD13 homolog"	302	268	34	566	1.3136	NA	IPR018609
EOG091G0I8J	"RNA binding motif protein 17"	320	297	23	401	1.0207	NA	IPR000467;IPR000504;IPR003954;IPR012677;IPR016967
EOG091G0ID9	"Prp18"	320	290	30	341	0.8949	GO:0034641	IPR003648;IPR004098;IPR014906
EOG091G0IDE	"solute carrier family 38, member 10"	276	256	20	889	1.2299	NA	IPR013057
EOG091G0IDG	"NSA2 ribosome biogenesis homolog"	319	281	38	260	0.6967	NA	IPR022309
EOG091G0IDP	"MOB family member 4, phocein"	321	301	20	223	0.636	NA	IPR005301
EOG091G0IDS	"peroxisomal biogenesis factor 10"	297	290	7	299	1.473	GO:0007031;GO:0016558	IPR001841;IPR006845;IPR013083;IPR017907;IPR025654
EOG091G0IF3	"mitochondrial ribosomal protein L28"	288	277	11	256	1.1807	NA	IPR026569
EOG091G0IGG	"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit"	305	290	15	241	0.6978	GO:0035268;GO:0035269	IPR001173;IPR029044
EOG091G0IHL	"mitochondrial ribosomal protein S34"	263	251	12	196	1.311	GO:0032543	IPR032053
EOG091G0II3	"TOR signaling pathway regulator"	317	304	13	272	1.0482	GO:0000077;GO:0034048	IPR007303
EOG091G0ILG	"quinoid dihydropteridine reductase"	327	300	27	235	0.8957	GO:0008152;GO:0055114	IPR002198;IPR016040;IPR020904
EOG091G0ILS	"LEO1 homolog, Paf1/RNA polymerase II complex component"	321	286	35	638	0.8213	GO:0006368;GO:0016570	IPR007149
EOG091G0IMB	"peroxisomal biogenesis factor 19"	260	238	22	292	1.2917	NA	IPR006708
EOG091G0IMD	"proline synthetase co-transcribed homolog (bacterial)"	309	300	9	256	0.9276	NA	IPR001608;IPR011078;IPR029066
EOG091G0IMI	"Spo11/DNA topoisomerase VI subunit A"	302	283	19	377	1.2232	GO:0000737;GO:0034641	IPR002815;IPR011991;IPR013048;IPR013049
EOG091G0IQ7	"methyltransferase like 1"	257	246	11	253	0.7907	GO:0006399;GO:0008033;GO:0032259;GO:0034641;GO:0036265	IPR003358;IPR025763;IPR029063
EOG091G0IQD	"chromosome 12 open reading frame 10"	278	257	21	358	0.9904	GO:0035641	IPR003226
EOG091G0IRO	"excision repair cross-complementation group 1"	262	249	13	262	0.915	GO:0006281;GO:0006950;GO:0034641	IPR004579;IPR010994;IPR011335
EOG091G0IS6	"NOP2/Sun domain family, member 6"	263	253	10	463	1.1148	GO:0032259	IPR001678;IPR002478;IPR015947;IPR018314;IPR023267;IPR029063
EOG091G0ITS	"protein phosphatase 2A activator, regulatory subunit 4"	302	266	36	330	0.9139	NA	IPR004327
EOG091G0IUT	"ubiquitin-conjugating enzyme E2, J2"	316	295	21	259	0.7889	GO:1903955	IPR000608;IPR016135
EOG091G0IVB	"DNA glycosylase"	306	290	16	306	0.8945	GO:0006281;GO:0006284;GO:0006285;GO:0006950;GO:0034641	IPR000445;IPR003265;IPR003651;IPR004036;IPR011257;IPR023170;IPR030841
EOG091G0IWR	"surfeit 1"	294	275	19	293	1.0176	NA	IPR002994
EOG091G0IX8	"transmembrane protein 33"	317	299	18	247	1.0069	NA	IPR005344
EOG091G0IXA	"BRCA2 and CDKN1A interacting protein"	308	280	28	300	1.1845	GO:0000079;GO:0061101	IPR025602
EOG091G0IXT	"eukaryotic translation initiation factor 3, subunit K"	271	252	19	218	0.8766	GO:0006446	IPR009374;IPR011991;IPR016020;IPR016024
EOG091G0IXY	"mitochondrial ribosomal protein L10"	260	247	13	252	1.5082	NA	IPR001790
EOG091G0IYB	"cell division cycle 5-like"	324	295	29	800	0.8116	NA	IPR001005;IPR009057;IPR017930;IPR021786
EOG091G0IZD	"complement component 1, q subcomponent binding protein"	307	282	25	266	1.2289	NA	IPR003428
EOG091G0IZX	"splicing factor 3a, subunit 2, 66kDa"	297	279	18	274	0.6661	NA	IPR000690;IPR003604;IPR015880;IPR031781
EOG091G0J09	"Structure-specific endonuclease subunit Slx1"	243	226	17	269	1.0989	GO:0006281;GO:0006310;GO:0090305	IPR000305;IPR027520
EOG091G0J14	"Cytochrome c oxidase assembly protein CtaG/Cox11"	306	286	20	231	0.7607	NA	IPR007533;IPR023471
EOG091G0J2W	"methyltransferase like 18"	306	281	25	295	1.2419	NA	IPR029063
EOG091G0J56	"dolichol kinase"	303	289	14	508	1.2545	GO:0016310;GO:0043048	IPR019422
EOG091G0J61	"protein phosphatase 4, regulatory subunit 2"	318	278	40	417	1.0711	GO:0010569;GO:0050790	IPR015267
EOG091G0J69	"chromosome 11 open reading frame 54"	302	272	30	316	1.0659	NA	IPR015021
EOG091G0J7A	"CLK4-associating serine/arginine rich protein"	250	239	11	668	0.9683	NA	IPR019147
EOG091G0J98	"dynein, axonemal, assembly factor 2"	297	284	13	783	1.3529	GO:0002230;GO:0010033;GO:0032526;GO:0070286;GO:0071973;GO:0098779	IPR012981
EOG091G0JBM	"MAD2 mitotic arrest deficient-like 1 (yeast)"	310	266	44	205	0.9725	GO:0007094	IPR003511;IPR027097
EOG091G0JBZ	"phosphoserine phosphatase"	314	287	27	226	0.9051	GO:0006564;GO:0008152;GO:0009058;GO:0016311;GO:0044281	IPR006383;IPR023190;IPR023214
EOG091G0JC7	"methyltransferase like 22"	295	285	10	366	1.3028	NA	IPR019410;IPR029063
EOG091G0JEC	"dCMP deaminase"	313	282	31	184	0.8144	GO:0006220	IPR002125;IPR015517;IPR016192;IPR016193;IPR016473
EOG091G0JGU	"IBA57 homolog, iron-sulfur cluster assembly"	299	284	15	349	1.2721	NA	IPR006222;IPR013977;IPR017703
EOG091G0JHN	"Repressor of RNA polymerase III transcription  Maf1"	284	265	19	236	0.8216	GO:0016480	IPR015257
EOG091G0JHQ	"Uncharacterized protein"	311	294	17	272	0.7779	NA	IPR009360
EOG091G0JI0	"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa"	301	276	25	210	0.6228	NA	IPR000783;IPR005571;IPR014381;IPR020608;IPR020609
EOG091G0JI1	"N(alpha)-acetyltransferase 10, NatA catalytic subunit"	270	204	66	211	0.65	NA	IPR000182;IPR016181
EOG091G0JIA	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"	300	261	39	270	1.3906	GO:0006511;GO:1901799	IPR013886;IPR021625
EOG091G0JMY	"chromosome 14 open reading frame 166"	313	286	27	244	1.0685	GO:0006388	IPR019265
EOG091G0JTG	"ribosomal RNA processing 7 homolog A"	300	290	10	263	1.2584	NA	IPR000504;IPR012677;IPR024326
EOG091G0JTR	"Uncharacterized protein"	293	280	13	524	1.5088	NA	IPR031595
EOG091G0JU7	"autophagy related 5"	315	305	10	269	0.9131	GO:0009056	IPR007239
EOG091G0JUY	"Pre-mRNA-splicing factor 38"	316	296	20	311	0.6467	NA	IPR005037;IPR024767
EOG091G0JWC	"mitochondrial ribosomal protein S7"	311	288	23	229	1.0662	NA	IPR000235;IPR023798
EOG091G0JWK	"TWIST neighbor"	298	283	15	334	1.3598	GO:0009058;GO:0034641	IPR005576
EOG091G0JYQ	"holocytochrome c synthase"	319	295	24	272	0.8195	NA	IPR000511
EOG091G0JZV	"THUMP domain containing 1"	304	279	25	319	1.2172	NA	IPR004114
EOG091G0K0D	"mediator complex subunit 18"	298	288	10	208	0.889	NA	IPR019095
EOG091G0K0H	"XRCC6 binding protein 1"	289	274	15	245	0.9913	GO:0006508	IPR019165
EOG091G0K1G	"Ribosomal protein L2"	318	288	30	257	0.6377	GO:0009058	IPR002171;IPR008991;IPR012340;IPR014722;IPR014726;IPR022666;IPR022669;IPR022671;IPR023672
EOG091G0K1H	"WDYHV motif containing 1"	303	286	17	204	0.987	NA	IPR023128
EOG091G0K1Z	"IWS1 homolog (S. cerevisiae)"	317	281	36	668	1.0148	NA	IPR017923
EOG091G0K2R	"ribosomal RNA processing 8, methyltransferase, homolog (yeast)"	257	244	13	373	1.0072	NA	IPR007823
EOG091G0K6O	"mitochondrial ribosomal protein L47"	314	292	22	250	1.0443	GO:0009058	IPR010729
EOG091G0K82	"coenzyme Q2 4-hydroxybenzoate polyprenyltransferase"	303	278	25	357	0.8595	GO:0006744;GO:0009058	IPR000537;IPR006370;IPR030470;IPR031103
EOG091G0K92	"chromosome 6 open reading frame 106"	288	257	31	258	1.0389	NA	IPR009060;IPR032350
EOG091G0K95	"Sjogren syndrome antigen B (autoantigen La)"	315	282	33	404	1.1001	NA	IPR000504;IPR002344;IPR006630;IPR011991;IPR012677;IPR014886
EOG091G0K98	"phosphatidylinositol glycan anchor biosynthesis, class Q"	311	300	11	532	1.2313	GO:0006464;GO:0006629;GO:0009058	IPR007720
EOG091G0K9M	"proteasome (prosome, macropain) subunit, beta type, 2"	321	285	36	201	0.8957	GO:0051603	IPR001353;IPR016050;IPR023333;IPR029055
EOG091G0KC3	"zinc finger, CCHC domain containing 8"	309	286	23	641	1.3274	NA	IPR001878;IPR006568
EOG091G0KEQ	"transmembrane protein 147"	257	245	12	225	0.9166	GO:0031648	IPR019164
EOG091G0KGO	"ribosomal protein L13"	300	249	51	211	0.8056	GO:0009058	IPR001380;IPR018256
EOG091G0KGX	"phytanoyl-CoA dioxygenase domain containing 1"	309	287	22	290	1.0019	NA	IPR008775
EOG091G0KHF	"coatomer protein complex, subunit epsilon"	305	290	15	302	0.9856	NA	IPR006822;IPR011990
EOG091G0KJA	"adenosine deaminase, tRNA-specific 3"	234	221	13	353	1.4178	GO:0008152	IPR002125;IPR016193
EOG091G0KM6	"SPRY domain containing 7"	315	293	22	196	0.9539	NA	IPR001870;IPR003877;IPR013320
EOG091G0KNT	"yrdC N(6)-threonylcarbamoyltransferase domain containing"	282	269	13	239	1.0694	NA	IPR006070;IPR017945
EOG091G0KPB	"SEC62 homolog (S. cerevisiae)"	315	299	16	392	0.9383	NA	IPR004728
EOG091G0KR3	"retention in endoplasmic reticulum sorting receptor 1"	313	300	13	196	0.7521	NA	IPR004932
EOG091G0KRB	"Ribosome biogenesis protein"	303	287	16	268	0.8865	GO:0034641	IPR007177;IPR007209;IPR022968
EOG091G0KRZ	"FCF1 rRNA-processing protein"	323	295	28	198	0.6855	NA	IPR002716;IPR006984;IPR029060
EOG091G0KS8	"golgi SNAP receptor complex member 2"	310	292	18	212	0.981	NA	IPR027027
EOG091G0KSQ	"MAK16 homolog"	310	301	9	298	0.7723	NA	IPR006958;IPR029004
EOG091G0KSX	"GATA zinc finger domain containing 1"	305	280	25	241	0.9364	NA	IPR000679;IPR013088
EOG091G0KUR	"nucleoporin like 1"	310	294	16	563	1.1464	NA	IPR024882
EOG091G0KVW	"Ubiquitin-conjugating enzyme E2"	322	270	52	199	0.7037	NA	IPR000608;IPR009060;IPR015940;IPR016135;IPR023313
EOG091G0L2T	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"	312	293	19	185	1.1186	NA	IPR019173
EOG091G0L3L	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	292	277	15	242	0.8709	GO:0017196;GO:0043967	IPR000182;IPR016181
