component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
352	Ryan2013_est	gene29	3	4	1.0			Q3SZZ0.1	RecName: Full=Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2	GO:0005730; GO:0000027	False
352	Hejnol2009	Tribe1907_0	3	4	1.0			Q3SZZ0.1	RecName: Full=Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2	GO:0005730; GO:0000027	False
352	Borowiec2015_Total1080	OG426.fasta.aln_gene486	3	4	1.0						
352	Simion2017	V2META13672-42-Calc_Hmm10-BMGE05	3	4	1.0			Q3SZZ0.1	RecName: Full=Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2	GO:0005730; GO:0000027	False
353	Hejnol2009	Tribe2571_0	3	4	1.0			Q1MTD3.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase	GO:0005845; GO:0005634; GO:0004482; GO:0003723; GO:0006370	False
353	Simion2017	V2META15131-42-Calc_Hmm10-BMGE05	3	4	1.0			O43148.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase; Short=hCMT1; Short=hMet; Short=hcm1p	GO:0001650; GO:0005845; GO:0031533; GO:0005654; GO:0005634; GO:0043235; GO:0004482; GO:0003723; GO:0006370; GO:1990830; GO:0006366	False
353	Borowiec2015_Total1080	OG441.fasta.aln_gene502	3	4	1.0	EOG091G0C9Y	mRNA (guanine-N(7))-methyltransferase				
353	Ryan2013_est	gene149	3	4	1.0			O43148.1	RecName: Full=mRNA cap guanine-N7 methyltransferase; AltName: Full=RG7MT1; AltName: Full=mRNA (guanine-N(7)-)-methyltransferase; AltName: Full=mRNA cap methyltransferase; Short=hCMT1; Short=hMet; Short=hcm1p	GO:0001650; GO:0005845; GO:0031533; GO:0005654; GO:0005634; GO:0043235; GO:0004482; GO:0003723; GO:0006370; GO:1990830; GO:0006366	False
354	Borowiec2015_Total1080	OG443.fasta.aln_gene504	3	4	1.0	EOG091G0DVQ	growth hormone inducible transmembrane protein				
354	Simion2017	V2META13212-42-Calc_Hmm10-BMGE05	3	4	1.0			Q5XIA8.1	RecName: Full=Growth hormone-inducible transmembrane protein; AltName: Full=Mitochondrial morphology and cristae structure 1; Short=MICS1; Flags: Precursor	GO:0016021; GO:0005743; GO:0006915	False
354	Hejnol2009	Tribe1212_0	3	4	1.0			Q9H3K2.2	RecName: Full=Growth hormone-inducible transmembrane protein; AltName: Full=Dermal papilla-derived protein 2; AltName: Full=Mitochondrial morphology and cristae structure 1; Short=MICS1; AltName: Full=Transmembrane BAX inhibitor motif-containing protein 5; Flags: Precursor	GO:0070062; GO:0016021; GO:0005743; GO:0005739; GO:0006915	False
354	Dunn2008	Tribe1009	3	4	1.0			Q91VC9.1	RecName: Full=Growth hormone-inducible transmembrane protein; AltName: Full=Mitochondrial morphology and cristae structure 1; Short=MICS1; Flags: Precursor	GO:0016021; GO:0005743; GO:0005739; GO:0006915	False
355	Simion2017	V2META14371-42-Calc_Hmm10-BMGE05	3	4	1.0			Q5XJ36.1	RecName: Full=Protein/nucleic acid deglycase DJ-1; AltName: Full=Maillard deglycase; AltName: Full=Parkinson disease protein 7 homolog; AltName: Full=Parkinsonism-associated deglycase; AltName: Full=Protein DJ-1zDJ-1; Short=zDJ-1; Flags: Precursor	GO:0005737; GO:0005829; GO:0045121; GO:0005739; GO:0005634; GO:0005886; GO:0003729; GO:0008233; GO:0036524; GO:0042803; GO:0006914; GO:0070301; GO:0034599; GO:0006281; GO:0042593; GO:0106044; GO:0106046; GO:0106045; GO:0006954; GO:0030073; GO:0060548; GO:1903427; GO:2000277; GO:0036529; GO:0006517; GO:0050821; GO:0043523; GO:0006979; GO:0007338	False
355	Borowiec2015_Total1080	OG452.fasta.aln_gene514	3	4	1.0						
355	Hejnol2009	Tribe1547_0	3	4	1.0			Q5E946.1	RecName: Full=Protein/nucleic acid deglycase DJ-1; AltName: Full=Maillard deglycase; AltName: Full=Parkinson disease protein 7 homolog; AltName: Full=Parkinsonism-associated deglycase; AltName: Full=Protein DJ-1; Short=DJ-1; Flags: Precursor	GO:0044297; GO:0000785; GO:0005737; GO:0005829; GO:0005783; GO:0045121; GO:0005758; GO:0005759; GO:0005747; GO:0005739; GO:0043005; GO:0005634; GO:0048471; GO:0005886; GO:0016605; GO:0098793; GO:0050681; GO:0005507; GO:1903135; GO:1903136; GO:0019955; GO:0019900; GO:0036478; GO:0045340; GO:0003729; GO:0008233; GO:0051920; GO:0036524; GO:0042803; GO:0070491; GO:0097110; GO:0044388; GO:0016532; GO:0003713; GO:0036470; GO:0044390; GO:1990381; GO:0008344; GO:0006914; GO:0036471; GO:0070301; GO:0034599; GO:0010273; GO:0050787; GO:0006281; GO:0051583; GO:0018323; GO:0042593; GO:0036531; GO:0106044; GO:0106046; GO:0106045; GO:0042743; GO:0006954; GO:0030073; GO:0019249; GO:0051899; GO:0060081; GO:0007005; GO:0060548; GO:2001268; GO:1902236; GO:0010629; GO:1903384; GO:1905259; GO:0032435; GO:1901984; GO:0032091; GO:0046826; GO:1903094; GO:0006469; GO:0033234; GO:1903427; GO:1903122; GO:0051444; GO:2000157; GO:0036527; GO:0036526; GO:0036528; GO:0002866; GO:2000825; GO:1903181; GO:0032757; GO:1903197; GO:1902958; GO:0033864; GO:2000277; GO:1902177; GO:0033138; GO:0090073; GO:1900182; GO:1903168; GO:1903428; GO:1901671; GO:0045944; GO:2000679; GO:0036529; GO:0006517; GO:0050821; GO:0060765; GO:0050727; GO:0051881; GO:0043523; GO:0007338	False
355	Ryan2013_est	gene354	3	4	1.0			Q95LI9.1	RecName: Full=Protein/nucleic acid deglycase DJ-1; AltName: Full=Maillard deglycase; AltName: Full=Parkinson disease protein 7 homolog; AltName: Full=Parkinsonism-associated deglycase; AltName: Full=Protein DJ-1; Short=DJ-1; Flags: Precursor	GO:0005737; GO:0005829; GO:0045121; GO:0005739; GO:0005634; GO:0005886; GO:0005507; GO:0045340; GO:0003729; GO:0008233; GO:0042803; GO:0006914; GO:0070301; GO:0034599; GO:0010273; GO:0050787; GO:0006281; GO:0042593; GO:0106044; GO:0106046; GO:0106045; GO:0006954; GO:0030073; GO:0007005; GO:0060548; GO:0032091; GO:1903427; GO:0002866; GO:0033864; GO:2000277; GO:0006517; GO:0050821; GO:0050727; GO:0043523; GO:0007338	False
356	Simion2017	V2META12964-42-Calc_Hmm10-BMGE05	3	4	1.0			A7SKE9.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit G; Short=eIF3g; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit; Short=eIF-3 RNA-binding subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001732	False
356	Dunn2008	Tribe1015	3	4	1.0			Q28CY2.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit G; Short=eIF3g; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit; Short=eIF-3 RNA-binding subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001732; GO:0006413	False
356	Borowiec2015_Total1080	OG454.fasta.aln_gene516	3	4	1.0						
356	Hejnol2009	Tribe1307_0	3	4	1.0			Q5RK09.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit G; Short=eIF3g; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit; Short=eIF-3 RNA-binding subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4; AltName: Full=eIF-3-delta; AltName: Full=eIF3 p42; AltName: Full=eIF3 p44	GO:0005829; GO:0016282; GO:0033290; GO:0005852; GO:0005634; GO:0048471; GO:0003743; GO:0001732; GO:0006413; GO:0075525	False
357	Whelan2017_strict	Subset2_01	3	4	1.0	EOG091G0IQ7	methyltransferase like 1	A8NFF0.1	RecName: Full=tRNA (guanine-N(7)-)-methyltransferase; AltName: Full=tRNA (guanine(46)-N(7))-methyltransferase; AltName: Full=tRNA(m7G46)-methyltransferase	GO:0005634; GO:0008176; GO:0000049	False
357	Hejnol2009	Tribe3581_0	3	4	1.0	EOG091G0IQ7	methyltransferase like 1	A5E7T4.1	RecName: Full=tRNA (guanine-N(7)-)-methyltransferase; AltName: Full=Transfer RNA methyltransferase 8; AltName: Full=tRNA (guanine(46)-N(7))-methyltransferase; AltName: Full=tRNA(m7G46)-methyltransferase	GO:0005634; GO:0106143; GO:0008176; GO:0000049	False
357	Borowiec2015_Total1080	OG481.fasta.aln_gene544	3	4	1.0	EOG091G0IQ7	methyltransferase like 1				
357	Simion2017	V2META13833-42-Calc_Hmm10-BMGE05	3	4	1.0			Q1HPU2.1	RecName: Full=tRNA (guanine-N(7)-)-methyltransferase; AltName: Full=tRNA (guanine(46)-N(7))-methyltransferase; AltName: Full=tRNA(m7G46)-methyltransferase	GO:0005634; GO:0008176; GO:0000049	False
358	Ryan2013_est	gene300	3	4	1.0	EOG091G0TA6	CWC15 spliceosome-associated protein	Q9V3B6.1	RecName: Full=Protein CWC15 homolog	GO:0071013; GO:0005634; GO:0071011; GO:0003723; GO:0045292; GO:0000398	False
358	Simion2017	V2META13577-42-Calc_Hmm10-BMGE05	3	4	1.0	EOG091G0TA6	CWC15 spliceosome-associated protein	Q9V3B6.1	RecName: Full=Protein CWC15 homolog	GO:0071013; GO:0005634; GO:0071011; GO:0003723; GO:0045292; GO:0000398	False
358	Hejnol2009	Tribe2251_0	3	4	1.0	EOG091G0TA6	CWC15 spliceosome-associated protein	Q2KJD3.1	RecName: Full=Spliceosome-associated protein CWC15 homolog	GO:0071013; GO:0005739; GO:0016607; GO:0005634; GO:0005681; GO:0071007; GO:0003723; GO:0045292; GO:0000398	False
358	Borowiec2015_Total1080	OG489.fasta.aln_gene552	3	4	1.0	EOG091G0TA6	CWC15 spliceosome-associated protein				
359	Simion2017	V2META14349-42-Calc_Hmm10-BMGE05	3	4	1.0			Q9D2C6.2	RecName: Full=DNA-directed RNA polymerase III subunit RPC8; AltName: Full=DNA-directed RNA polymerase III subunit H; AltName: Full=RNA polymerase III subunit C7	GO:0005813; GO:0043231; GO:0005654; GO:0005666; GO:0003677; GO:0003899; GO:0051607; GO:0045087; GO:0006139; GO:0006383; GO:0006384	False
359	Borowiec2015_Total1080	OG492.fasta.aln_gene556	3	4	1.0	EOG091G0LO1	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)				
359	Ryan2013_est	gene310	3	4	1.0	EOG091G0LO1	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	Q9D2C6.2	RecName: Full=DNA-directed RNA polymerase III subunit RPC8; AltName: Full=DNA-directed RNA polymerase III subunit H; AltName: Full=RNA polymerase III subunit C7	GO:0005813; GO:0043231; GO:0005654; GO:0005666; GO:0003677; GO:0003899; GO:0051607; GO:0045087; GO:0006139; GO:0006383; GO:0006384	False
359	Hejnol2009	Tribe3024_0	3	4	1.0	EOG091G0LO1	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	Q2T9X1.1	RecName: Full=DNA-directed RNA polymerase III subunit RPC8; Short=RNA polymerase III subunit C8; AltName: Full=DNA-directed RNA polymerase III subunit 22.9 kDa polypeptide; AltName: Full=DNA-directed RNA polymerase III subunit H	GO:0005666; GO:0003677; GO:0003899; GO:0051607; GO:0045087; GO:0006384	False
360	Hejnol2009	Tribe1660_0	3	4	1.0	EOG091G0N9Z	signal peptidase complex subunit 2	Q5BJI9.1	RecName: Full=Probable signal peptidase complex subunit 2; AltName: Full=Microsomal signal peptidase 25 kDa subunit; Short=SPase 25 kDa subunit	GO:0016021; GO:0031090; GO:0005787; GO:0008233; GO:0045047; GO:0006465	False
360	Borowiec2015_Total1080	OG530.fasta.aln_gene593	3	4	1.0	EOG091G0N9Z	signal peptidase complex subunit 2				
360	Dunn2008	Tribe1013	3	4	1.0	EOG091G0N9Z	signal peptidase complex subunit 2	Q5BJI9.1	RecName: Full=Probable signal peptidase complex subunit 2; AltName: Full=Microsomal signal peptidase 25 kDa subunit; Short=SPase 25 kDa subunit	GO:0016021; GO:0031090; GO:0005787; GO:0008233; GO:0045047; GO:0006465	False
360	Simion2017	V2META15149-42-Calc_Hmm10-BMGE05	3	4	1.0			Q5BJI9.1	RecName: Full=Probable signal peptidase complex subunit 2; AltName: Full=Microsomal signal peptidase 25 kDa subunit; Short=SPase 25 kDa subunit	GO:0016021; GO:0031090; GO:0005787; GO:0008233; GO:0045047; GO:0006465	False
361	Dunn2008	Tribe435	3	4	1.0	EOG091G0QS4	signal sequence receptor, gamma (translocon-associated protein gamma)	Q3SZ87.1	RecName: Full=Translocon-associated protein subunit gamma; Short=TRAP-gamma; AltName: Full=Signal sequence receptor subunit gamma; Short=SSR-gamma	GO:0005789; GO:0016021; GO:0006614	False
361	Ryan2013_est	gene168	3	4	1.0	EOG091G0QS4	signal sequence receptor, gamma (translocon-associated protein gamma)	Q3SZ87.1	RecName: Full=Translocon-associated protein subunit gamma; Short=TRAP-gamma; AltName: Full=Signal sequence receptor subunit gamma; Short=SSR-gamma	GO:0005789; GO:0016021; GO:0006614	False
361	Borowiec2015_Total1080	OG534.fasta.aln_gene597	3	4	1.0	EOG091G0QS4	signal sequence receptor, gamma (translocon-associated protein gamma)				
361	Hejnol2009	Tribe594_0	3	4	1.0	EOG091G0QS4	signal sequence receptor, gamma (translocon-associated protein gamma)	Q3SZ87.1	RecName: Full=Translocon-associated protein subunit gamma; Short=TRAP-gamma; AltName: Full=Signal sequence receptor subunit gamma; Short=SSR-gamma	GO:0005789; GO:0016021; GO:0006614	False
362	Simion2017	V2META13957-42-Calc_Hmm10-BMGE05	3	4	1.0			Q01658.1	RecName: Full=Protein Dr1; AltName: Full=Down-regulator of transcription 1; AltName: Full=Negative cofactor 2-beta; Short=NC2-beta; AltName: Full=TATA-binding protein-associated phosphoprotein	GO:0005671; GO:0017054; GO:0005634; GO:0001047; GO:0003677; GO:0000981; GO:0046982; GO:0017025; GO:0003714; GO:0008134; GO:0006338; GO:0043966; GO:0000122; GO:0045944; GO:0045898	False
362	Hejnol2009	Tribe2166_0	3	4	1.0	EOG091G0ZDR	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	Q01658.1	RecName: Full=Protein Dr1; AltName: Full=Down-regulator of transcription 1; AltName: Full=Negative cofactor 2-beta; Short=NC2-beta; AltName: Full=TATA-binding protein-associated phosphoprotein	GO:0005671; GO:0017054; GO:0005634; GO:0001047; GO:0003677; GO:0000981; GO:0046982; GO:0017025; GO:0003714; GO:0008134; GO:0006338; GO:0043966; GO:0000122; GO:0045944; GO:0045898	False
362	Ryan2013_est	gene32	3	4	1.0	EOG091G0ZDR	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	Q01658.1	RecName: Full=Protein Dr1; AltName: Full=Down-regulator of transcription 1; AltName: Full=Negative cofactor 2-beta; Short=NC2-beta; AltName: Full=TATA-binding protein-associated phosphoprotein	GO:0005671; GO:0017054; GO:0005634; GO:0001047; GO:0003677; GO:0000981; GO:0046982; GO:0017025; GO:0003714; GO:0008134; GO:0006338; GO:0043966; GO:0000122; GO:0045944; GO:0045898	False
362	Borowiec2015_Total1080	OG55.fasta.aln_gene622	3	4	1.0	EOG091G0ZDR	down-regulator of transcription 1, TBP-binding (negative cofactor 2)				
363	Hejnol2009	Tribe2022_0	3	4	1.0	EOG091G0MI7	DnaJ (Hsp40) homolog, subfamily C, member 8	O75937.2	RecName: Full=DnaJ homolog subfamily C member 8; AltName: Full=Splicing protein spf31	GO:0005829; GO:0045171; GO:0005654; GO:0005634; GO:0030544; GO:0000398	False
363	Ryan2013_est	gene273	3	4	1.0	EOG091G0MI7	DnaJ (Hsp40) homolog, subfamily C, member 8	O75937.2	RecName: Full=DnaJ homolog subfamily C member 8; AltName: Full=Splicing protein spf31	GO:0005829; GO:0045171; GO:0005654; GO:0005634; GO:0030544; GO:0000398	False
363	Simion2017	V2META14175-42-Calc_Hmm10-BMGE05	3	4	1.0			O75937.2	RecName: Full=DnaJ homolog subfamily C member 8; AltName: Full=Splicing protein spf31	GO:0005829; GO:0045171; GO:0005654; GO:0005634; GO:0030544; GO:0000398	False
363	Borowiec2015_Total1080	OG555.fasta.aln_gene617	3	4	1.0	EOG091G0MI7	DnaJ (Hsp40) homolog, subfamily C, member 8				
364	Borowiec2015_Total1080	OG565.fasta.aln_gene627	3	4	1.0	EOG091G0TVG	Prefoldin				
364	Hejnol2009	Tribe1619_0	3	4	1.0	EOG091G0TVG	Prefoldin	Q5RAY0.1	RecName: Full=Prefoldin subunit 5	GO:0005634; GO:0016272; GO:0051082; GO:0006457	False
364	Simion2017	V2META14986-42-Calc_Hmm10-BMGE05	3	4	1.0	EOG091G0TVG	Prefoldin	Q8HYI9.1	RecName: Full=Prefoldin subunit 5	GO:0005737; GO:0005829; GO:0005634; GO:0016272; GO:0051082; GO:0006457	False
364	Dunn2008	Tribe1204	3	4	1.0	EOG091G0TVG	Prefoldin	Q5RAY0.1	RecName: Full=Prefoldin subunit 5	GO:0005634; GO:0016272; GO:0051082; GO:0006457	False
365	Simion2017	V2META16387-42-Calc_Hmm10-BMGE05	3	4	1.0			Q9D0B6.1	RecName: Full=Protein PBDC1; AltName: Full=Polysaccharide biosynthesis domain-containing protein 1	nan	
365	Whelan2017_full	Subset17_03	3	4	1.0			Q9D0B6.1	RecName: Full=Protein PBDC1; AltName: Full=Polysaccharide biosynthesis domain-containing protein 1	nan	
365	Hejnol2009	Tribe3904_0	3	4	1.0	EOG091G0S8Y	polysaccharide biosynthesis domain containing 1	Q9D0B6.1	RecName: Full=Protein PBDC1; AltName: Full=Polysaccharide biosynthesis domain-containing protein 1	nan	
365	Borowiec2015_Total1080	OG575.fasta.aln_gene638	3	4	1.0	EOG091G0S8Y	polysaccharide biosynthesis domain containing 1				
366	Simion2017	V2META13799-42-Calc_Hmm10-BMGE05	3	4	1.0			Q6NYD4.1	RecName: Full=Protein MAK16 homolog; AltName: Full=MAK16-like protein; AltName: Full=Protein RBM13	GO:0005730; GO:0030687; GO:0007275	False
366	Hejnol2009	Tribe1733_0	3	4	1.0	EOG091G0KSQ	MAK16 homolog	Q66L33.1	RecName: Full=Protein MAK16 homolog A; AltName: Full=MAK16-like protein A	GO:0005730	False
366	Borowiec2015_Total1080	OG598.fasta.aln_gene663	3	4	1.0	EOG091G0KSQ	MAK16 homolog				
366	Ryan2013_est	gene363	3	4	1.0	EOG091G0KSQ	MAK16 homolog	Q66L33.1	RecName: Full=Protein MAK16 homolog A; AltName: Full=MAK16-like protein A	GO:0005730	False
367	Hejnol2009	Tribe2721_0	3	4	1.0			Q9BYD3.1	RecName: Full=39S ribosomal protein L4, mitochondrial; Short=L4mt; Short=MRP-L4; AltName: Full=Mitochondrial large ribosomal subunit protein uL4m	GO:0005743; GO:0005762; GO:0005739; GO:0003723; GO:0003735; GO:0070125; GO:0070126	True
367	Simion2017	V2META12785-2-42-Calc_Hmm10-BMGE05	3	4	1.0			Q8DMN0.1	RecName: Full=50S ribosomal protein L4	GO:0005840; GO:0019843; GO:0003735; GO:0006412	True
367	Borowiec2015_Total1080	OG600.fasta.aln_gene667	3	4	1.0	EOG091G0N0R	mitochondrial ribosomal protein L4				
367	Ryan2013_est	gene88	3	4	1.0			Q503X2.1	RecName: Full=39S ribosomal protein L4, mitochondrial; Short=L4mt; Short=MRP-L4	GO:0005762; GO:0003735; GO:0006412	True
368	Hejnol2009	Tribe2171_0	3	4	1.0	EOG091G0OWI	replication termination factor 2 domain containing 1	A5GFW7.1	RecName: Full=Protein RTF2 homolog; AltName: Full=Replication termination factor 2 domain-containing protein 1	GO:0005634; GO:1902979; GO:0071171	False
368	Borowiec2015_Total1080	OG610.fasta.aln_gene678	3	4	1.0	EOG091G0OWI	replication termination factor 2 domain containing 1				
368	Ryan2013_est	gene201	3	4	1.0	EOG091G0OWI	replication termination factor 2 domain containing 1	Q5ZJN1.1	RecName: Full=Protein RTF2 homolog; AltName: Full=Replication termination factor 2 domain-containing protein 1	GO:0005634; GO:1902979; GO:0071171	False
368	Simion2017	V2META13417-42-Calc_Hmm10-BMGE05	3	4	1.0	EOG091G0OWI	replication termination factor 2 domain containing 1	Q5ZJN1.1	RecName: Full=Protein RTF2 homolog; AltName: Full=Replication termination factor 2 domain-containing protein 1	GO:0005634; GO:1902979; GO:0071171	False
369	Ryan2013_est	gene38	3	4	1.0			Q9BV10.1	RecName: Full=Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 12 homolog; Short=hALG12; AltName: Full=Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase; AltName: Full=Mannosyltransferase ALG12 homolog; AltName: Full=Membrane protein SB87	GO:0005783; GO:0005788; GO:0005789; GO:0016021; GO:0016020; GO:0052917; GO:0052824; GO:0000030; GO:0006488; GO:0006457; GO:0006487	False
369	Simion2017	V2META13734-42-Calc_Hmm10-BMGE05	3	4	1.0			P53730.1	RecName: Full=Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 12; AltName: Full=Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase; AltName: Full=Extracellular mutant protein 39; AltName: Full=Mannosyltransferase ALG12	GO:0005783; GO:0005788; GO:0005789; GO:0016021; GO:0000009; GO:0052917; GO:0052824; GO:0000030; GO:0006488; GO:0006486; GO:0006487	False
369	Borowiec2015_Total1080	OG629.fasta.aln_gene693	3	4	1.0						
369	Moroz2014_3d	0106	3	4	1.0			Q9VH78.1	RecName: Full=Probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 12 homolog; AltName: Full=Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase; AltName: Full=Mannosyltransferase ALG12 homolog	GO:0005783; GO:0005788; GO:0005789; GO:0016021; GO:0000009; GO:0052917; GO:0052824; GO:0000030; GO:0006488; GO:0006486; GO:0006487	False
370	Ryan2013_est	gene190	3	4	0.6666666666666666			P34580.1	RecName: Full=Putative ATP-dependent RNA helicase T26G10.1	GO:0005634; GO:0005524; GO:0004386; GO:0003723; GO:0006364	False
370	Borowiec2015_Total1080	OG64.fasta.aln_gene715	2	4	0.6666666666666666						
370	Simion2017	V2META11830-42-Calc_Hmm10-BMGE05	1	4	0.6666666666666666			Q4R7L5.1	RecName: Full=ATP-dependent RNA helicase DDX1; AltName: Full=DEAD box protein 1	GO:0071920; GO:0005737; GO:0010494; GO:0005829; GO:0005739; GO:0005634; GO:0072669; GO:0005524; GO:0008026; GO:0003682; GO:0003677; GO:0033677; GO:0003725; GO:0004527; GO:0004518; GO:0008143; GO:0003712; GO:0051607; GO:0032508; GO:0006302; GO:0045087; GO:0006397; GO:0007275; GO:0043123; GO:0002735; GO:1903608; GO:0043330; GO:0006388	False
370	Ryan2013_est	gene394	2	4	0.6666666666666666			Q9Y6V7.1	RecName: Full=Probable ATP-dependent RNA helicase DDX49; AltName: Full=DEAD box protein 49	GO:0005654; GO:0005524; GO:0004386; GO:0003723; GO:0006364	False
371	Simion2017	V2META15191-42-Calc_Hmm10-BMGE05	3	4	1.0			Q9D3D9.1	RecName: Full=ATP synthase subunit delta, mitochondrial; AltName: Full=ATP synthase F1 subunit delta; AltName: Full=F-ATPase delta subunit; Flags: Precursor	GO:0005740; GO:0005743; GO:0005753; GO:0000275; GO:0005739; GO:0045259; GO:0045261; GO:0044877; GO:0015078; GO:0046933; GO:0046034; GO:0015986; GO:1902600	False
371	Borowiec2015_Total1080	OG652.fasta.aln_gene718	3	4	1.0	EOG091G1AP6	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit				
371	Hejnol2009	Tribe833_0	3	4	1.0	EOG091G1AP6	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Q9D3D9.1	RecName: Full=ATP synthase subunit delta, mitochondrial; AltName: Full=ATP synthase F1 subunit delta; AltName: Full=F-ATPase delta subunit; Flags: Precursor	GO:0005740; GO:0005743; GO:0005753; GO:0000275; GO:0005739; GO:0045259; GO:0045261; GO:0044877; GO:0015078; GO:0046933; GO:0046034; GO:0015986; GO:1902600	False
371	Dunn2008	Tribe593	3	4	1.0	EOG091G1AP6	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	P05630.2	RecName: Full=ATP synthase subunit delta, mitochondrial; AltName: Full=ATP synthase F1 subunit delta; AltName: Full=F-ATPase delta subunit; Flags: Precursor	GO:0005740; GO:0005753; GO:0000275; GO:0045259; GO:0015078; GO:0046933; GO:0015986; GO:1902600	False
372	Borowiec2015_Total1080	OG664.fasta.aln_gene731	3	4	1.0						
372	Ryan2013_est	gene30	3	4	1.0			B7FAL5.1	RecName: Full=RNA-binding protein Y14A; Short=OsY14a; AltName: Full=RNA-binding protein 8A	GO:0005737; GO:0035145; GO:0016604; GO:0005730; GO:0003729; GO:0006397; GO:0051028; GO:0000184; GO:0010628; GO:0000381; GO:0006417; GO:0008380	False
372	Hejnol2009	Tribe3095_0	3	4	1.0			B5DGI7.1	RecName: Full=RNA-binding protein 8A; AltName: Full=RNA-binding motif protein 8A; AltName: Full=Ribonucleoprotein RBM8A	GO:0005737; GO:0016607; GO:0003729; GO:0006397; GO:0051028; GO:0000184; GO:0000381; GO:0006417; GO:0008380	False
372	Simion2017	V2META13593-42-Calc_Hmm10-BMGE05	3	4	1.0			Q28BZ1.1	RecName: Full=RNA-binding protein 8A; AltName: Full=RNA-binding motif protein 8A; AltName: Full=Ribonucleoprotein RBM8A	GO:0005737; GO:0035145; GO:0016607; GO:0003729; GO:0006397; GO:0051028; GO:0000184; GO:0000381; GO:0006417; GO:0008380	False
373	Ryan2013_est	gene306	3	4	1.0			Q5R6Z7.1	RecName: Full=Origin recognition complex subunit 4	GO:0005829; GO:0000784; GO:0005664; GO:0005730; GO:0005634; GO:0005524; GO:0003688; GO:0000166; GO:0006270	False
373	Borowiec2015_Total1080	OG665.fasta.aln_gene732	3	4	1.0						
373	Simion2017	V2META13939-42-Calc_Hmm10-BMGE05	3	4	1.0			O43929.2	RecName: Full=Origin recognition complex subunit 4	GO:0005829; GO:0000784; GO:0005664; GO:0005730; GO:0005654; GO:0005634; GO:0000808; GO:0005524; GO:0003688; GO:0000166; GO:0006260; GO:0006270; GO:0000082	False
373	Hejnol2009	Tribe2173_0	3	4	1.0			O43929.2	RecName: Full=Origin recognition complex subunit 4	GO:0005829; GO:0000784; GO:0005664; GO:0005730; GO:0005654; GO:0005634; GO:0000808; GO:0005524; GO:0003688; GO:0000166; GO:0006260; GO:0006270; GO:0000082	False
374	Whelan2015_D10	Gene_0519	1	4	0.5			Q8JHJ2.2	RecName: Full=ATP-dependent RNA helicase DDX55; AltName: Full=DEAD box protein 55	GO:0005524; GO:0004386; GO:0003723; GO:0007275	False
374	Whelan2015_D20	Gene_0519	1	4	0.5			Q8JHJ2.2	RecName: Full=ATP-dependent RNA helicase DDX55; AltName: Full=DEAD box protein 55	GO:0005524; GO:0004386; GO:0003723; GO:0007275	False
