"component_number"	"matrix"	"partition"	"edges"	"nodes_in_component"	"component_density"	"BUSCO_ID"	"BUSCO_description"	"SwissProt_accession"	"SwissProt_description"	"GO_annotations"	"ribo_found"	"BUSCO"
"1549"	"252"	"Hejnol2009"	"Tribe1393_0"	4	5	1	"EOG091G0WPV"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	"P0CB99.1"	"RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit"	"GO:0005747; GO:0032981; GO:0022904"	FALSE	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"
"1550"	"252"	"Simion2017"	"V2META15705-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"P23935.3"	"RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit"	"GO:0005747; GO:0032981; GO:0022904"	FALSE	NA
"1551"	"252"	"Ryan2013_est"	"gene278"	4	5	1	"EOG091G0WPV"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	"P0CC00.1"	"RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit"	"GO:0005747; GO:0032981; GO:0022904"	FALSE	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"
"1552"	"252"	"Borowiec2015_Total1080"	"OG973.fasta.aln_gene1057"	4	5	1	"EOG091G0WPV"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	NA	NA	NA	NA	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"
"1553"	"252"	"Dunn2008"	"Tribe1165"	4	5	1	"EOG091G0WPV"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	"P23935.3"	"RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit"	"GO:0005747; GO:0032981; GO:0022904"	FALSE	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"
"1554"	"253"	"Ryan2013_est"	"gene18"	2	5	0.4	NA	NA	"Q2KHZ2.1"	"RecName: Full=HBS1-like protein"	"GO:0005525; GO:0003924; GO:0003746; GO:0006412"	FALSE	NA
"1555"	"253"	"Nosenko2013_ribo_14615"	"KOG0052"	2	5	0.4	NA	NA	"A2Q0Z0.1"	"RecName: Full=Elongation factor 1-alpha 1; Short=EF-1-alpha-1; AltName: Full=Elongation factor Tu; Short=EF-Tu; AltName: Full=Eukaryotic elongation factor 1 A-1; Short=eEF1A-1"	"GO:0005737; GO:0005730; GO:0005634; GO:0005886; GO:0005525; GO:0003924; GO:0003746; GO:0071364; GO:0006412; GO:0006414"	FALSE	NA
"1556"	"253"	"Simion2017"	"V2META10197-2-1-2-42-Calc_Hmm10-BMGE05"	1	5	0.4	NA	NA	"Q2KHZ2.1"	"RecName: Full=HBS1-like protein"	"GO:0005525; GO:0003924; GO:0003746; GO:0006412"	FALSE	NA
"1557"	"253"	"Chang2015"	"ef1"	2	5	0.4	NA	NA	"A2Q0Z0.1"	"RecName: Full=Elongation factor 1-alpha 1; Short=EF-1-alpha-1; AltName: Full=Elongation factor Tu; Short=EF-Tu; AltName: Full=Eukaryotic elongation factor 1 A-1; Short=eEF1A-1"	"GO:0005737; GO:0005730; GO:0005634; GO:0005886; GO:0005525; GO:0003924; GO:0003746; GO:0071364; GO:0006412; GO:0006414"	FALSE	NA
"1558"	"253"	"Nosenko2013_ribo_11057"	"KOG0052"	1	5	0.4	NA	NA	"A2Q0Z0.1"	"RecName: Full=Elongation factor 1-alpha 1; Short=EF-1-alpha-1; AltName: Full=Elongation factor Tu; Short=EF-Tu; AltName: Full=Eukaryotic elongation factor 1 A-1; Short=eEF1A-1"	"GO:0005737; GO:0005730; GO:0005634; GO:0005886; GO:0005525; GO:0003924; GO:0003746; GO:0071364; GO:0006412; GO:0006414"	FALSE	NA
"1559"	"254"	"Chang2015"	"nsf1"	4	5	0.9	NA	NA	"O04019.3"	"RecName: Full=26S proteasome regulatory subunit 6A homolog B; AltName: Full=26S proteasome AAA-ATPase subunit RPT5b; AltName: Full=Proteasome 26S subunit 6A homolog B; AltName: Full=Regulatory particle triple-A ATPase subunit 5b; AltName: Full=Tat-binding protein 1 homolog B; Short=TBP-1 homolog B"	"GO:0005737; GO:0016020; GO:0005634; GO:0005886; GO:0000502; GO:0008540; GO:0032991; GO:0005524; GO:0036402; GO:0009553; GO:0010255; GO:0009555; GO:0045899; GO:0010498; GO:0006357"	FALSE	NA
"1560"	"254"	"Simion2017"	"V2META10203-2-2-1-42-Calc_Hmm10-BMGE05"	4	5	0.9	NA	NA	"O76371.1"	"RecName: Full=26S protease regulatory subunit 6A; AltName: Full=Proteasome regulatory particle ATPase-like protein 5"	"GO:0005737; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0045899; GO:0030163"	FALSE	NA
"1561"	"254"	"Philippe2009"	"Gene_0033"	4	5	0.9	NA	NA	"O04019.3"	"RecName: Full=26S proteasome regulatory subunit 6A homolog B; AltName: Full=26S proteasome AAA-ATPase subunit RPT5b; AltName: Full=Proteasome 26S subunit 6A homolog B; AltName: Full=Regulatory particle triple-A ATPase subunit 5b; AltName: Full=Tat-binding protein 1 homolog B; Short=TBP-1 homolog B"	"GO:0005737; GO:0016020; GO:0005634; GO:0005886; GO:0000502; GO:0008540; GO:0032991; GO:0005524; GO:0036402; GO:0009553; GO:0010255; GO:0009555; GO:0045899; GO:0010498; GO:0006357"	FALSE	NA
"1562"	"254"	"Whelan2015_D1"	"Gene_0891"	3	5	0.9	NA	NA	"O14126.1"	"RecName: Full=26S proteasome regulatory subunit 6A"	"GO:0005829; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0045842; GO:0045899; GO:0043161"	FALSE	NA
"1563"	"254"	"Whelan2015_D10"	"Gene_0891"	3	5	0.9	NA	NA	"O14126.1"	"RecName: Full=26S proteasome regulatory subunit 6A"	"GO:0005829; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0045842; GO:0045899; GO:0043161"	FALSE	NA
"1564"	"255"	"Dunn2008"	"Tribe226"	4	5	0.9	NA	NA	"P02402.2"	"RecName: Full=60S acidic ribosomal protein P1; AltName: Full=eL12'/ eL12'-P"	"GO:0005840; GO:0003735; GO:0006414"	TRUE	NA
"1565"	"255"	"Chang2015"	"rla2"	4	5	0.9	NA	NA	"P05386.1"	"RecName: Full=60S acidic ribosomal protein P1; AltName: Full=Large ribosomal subunit protein P1"	"GO:0005829; GO:0022625; GO:0005925; GO:0030295; GO:0043021; GO:0003735; GO:0002181; GO:0000184; GO:0006614; GO:0006412; GO:0006414; GO:0006413"	TRUE	NA
"1566"	"255"	"Nosenko2013_ribo_14615"	"KOG1762"	3	5	0.9	NA	NA	"P19944.1"	"RecName: Full=60S acidic ribosomal protein P1"	"GO:0022625; GO:0030295; GO:0043021; GO:0003735; GO:0071320; GO:1904401; GO:0002181; GO:0045727; GO:0006414"	TRUE	NA
"1567"	"255"	"Nosenko2013_ribo_11057"	"KOG1762"	3	5	0.9	NA	NA	"P19944.1"	"RecName: Full=60S acidic ribosomal protein P1"	"GO:0022625; GO:0030295; GO:0043021; GO:0003735; GO:0071320; GO:1904401; GO:0002181; GO:0045727; GO:0006414"	TRUE	NA
"1568"	"255"	"Ryan2013_est"	"gene251"	4	5	0.9	NA	NA	"P08570.2"	"RecName: Full=60S acidic ribosomal protein P1; AltName: Full=Acidic ribosomal protein RPA2; AltName: Full=RP21C"	"GO:0022625; GO:0022626; GO:0030295; GO:0043021; GO:0003735; GO:0002181; GO:0006414"	TRUE	NA
"1569"	"256"	"Nosenko2013_ribo_11057"	"KOG1678"	3	5	0.9	"EOG091G0LFF"	"Ribosomal protein L15e"	"O13418.1"	"RecName: Full=60S ribosomal protein L15"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L15e"
"1570"	"256"	"Chang2015"	"rpl15a"	4	5	0.9	"EOG091G0LFF"	"Ribosomal protein L15e"	"O13418.1"	"RecName: Full=60S ribosomal protein L15"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L15e"
"1571"	"256"	"Philippe2009"	"Gene_0056"	4	5	0.9	"EOG091G0LFF"	"Ribosomal protein L15e"	"O13418.1"	"RecName: Full=60S ribosomal protein L15"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L15e"
"1572"	"256"	"Simion2017"	"V2META12945-42-Calc_Hmm10-BMGE05"	4	5	0.9	"EOG091G0LFF"	"Ribosomal protein L15e"	"O13418.1"	"RecName: Full=60S ribosomal protein L15"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L15e"
"1573"	"256"	"Nosenko2013_ribo_14615"	"KOG1678"	3	5	0.9	"EOG091G0LFF"	"Ribosomal protein L15e"	"O13418.1"	"RecName: Full=60S ribosomal protein L15"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L15e"
"1574"	"257"	"Nosenko2013_ribo_11057"	"KOG3353_01"	3	5	0.9	NA	NA	"P13732.1"	"RecName: Full=60S ribosomal protein L22; AltName: Full=Development-specific protein 217"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1575"	"257"	"Chang2015"	"rpl22"	4	5	0.9	NA	NA	"P67985.2"	"RecName: Full=60S ribosomal protein L22; AltName: Full=Heparin-binding protein HBp15"	"GO:0098556; GO:0022625; GO:0098978; GO:0015934; GO:0098793; GO:0008201; GO:0003723; GO:0003735; GO:0045182; GO:0046632; GO:0099577; GO:0006412"	TRUE	NA
"1576"	"257"	"Philippe2009"	"Gene_0064"	4	5	0.9	NA	NA	"P35268.2"	"RecName: Full=60S ribosomal protein L22; AltName: Full=EBER-associated protein; Short=EAP; AltName: Full=Epstein-Barr virus small RNA-associated protein; AltName: Full=Heparin-binding protein HBp15; AltName: Full=Large ribosomal subunit protein eL22"	"GO:0005737; GO:0005829; GO:0022625; GO:0070062; GO:0005925; GO:0005634; GO:1990904; GO:0008201; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1577"	"257"	"Nosenko2013_ribo_14615"	"KOG3353_01"	3	5	0.9	NA	NA	"P50886.2"	"RecName: Full=60S ribosomal protein L22"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1578"	"257"	"Dunn2008"	"Tribe233"	4	5	0.9	NA	NA	"P35268.2"	"RecName: Full=60S ribosomal protein L22; AltName: Full=EBER-associated protein; Short=EAP; AltName: Full=Epstein-Barr virus small RNA-associated protein; AltName: Full=Heparin-binding protein HBp15; AltName: Full=Large ribosomal subunit protein eL22"	"GO:0005737; GO:0005829; GO:0022625; GO:0070062; GO:0005925; GO:0005634; GO:1990904; GO:0008201; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1579"	"258"	"Nosenko2013_ribo_11057"	"KOG1751"	4	5	1	NA	NA	"A0B9W0.1"	"RecName: Full=50S ribosomal protein L14"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	NA
"1580"	"258"	"Chang2015"	"rpl23a"	4	5	1	"EOG091G0QGZ"	"ribosomal protein L23"	"A6UWU8.1"	"RecName: Full=50S ribosomal protein L14"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"ribosomal protein L23"
"1581"	"258"	"Philippe2009"	"Gene_0065"	4	5	1	"EOG091G0QGZ"	"ribosomal protein L23"	"A2BMC9.1"	"RecName: Full=50S ribosomal protein L14"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"ribosomal protein L23"
"1582"	"258"	"Dunn2008"	"Tribe235"	4	5	1	"EOG091G0QGZ"	"ribosomal protein L23"	"A2BMC9.1"	"RecName: Full=50S ribosomal protein L14"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"ribosomal protein L23"
"1583"	"258"	"Nosenko2013_ribo_14615"	"KOG0901"	4	5	1	"EOG091G0QGZ"	"ribosomal protein L23"	"A2BMC9.1"	"RecName: Full=50S ribosomal protein L14"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"ribosomal protein L23"
"1584"	"259"	"Philippe2009"	"Gene_0068"	4	5	1	"EOG091G0UYL"	"Ribosomal protein L23/L15e core domain"	"O22644.1"	"RecName: Full=60S ribosomal protein L23A"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L23/L15e core domain"
"1585"	"259"	"Chang2015"	"rpl25"	4	5	1	"EOG091G0UYL"	"Ribosomal protein L23/L15e core domain"	"P51997.2"	"RecName: Full=60S ribosomal protein L25"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L23/L15e core domain"
"1586"	"259"	"Ryan2013_est"	"gene167"	4	5	1	"EOG091G0UYL"	"Ribosomal protein L23/L15e core domain"	"O22644.1"	"RecName: Full=60S ribosomal protein L23A"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L23/L15e core domain"
"1587"	"259"	"Nosenko2013_ribo_11057"	"KOG0901"	4	5	1	NA	NA	"O22644.1"	"RecName: Full=60S ribosomal protein L23A"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	NA
"1588"	"259"	"Nosenko2013_ribo_14615"	"KOG1751"	4	5	1	NA	NA	"O22644.1"	"RecName: Full=60S ribosomal protein L23A"	"GO:0005840; GO:0019843; GO:0003735; GO:0006412"	TRUE	NA
"1589"	"260"	"Chang2015"	"rpl26"	4	5	0.9	"EOG091G0TZX"	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	"P12749.1"	"RecName: Full=60S ribosomal protein L26"	"GO:0022625; GO:0043195; GO:0003723; GO:0003735; GO:0002181; GO:1990928; GO:0042273"	TRUE	"Ribosomal protein L26/L24P, eukaryotic/archaeal"
"1590"	"260"	"Nosenko2013_ribo_14615"	"KOG3401"	3	5	0.9	"EOG091G0TZX"	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	"P05743.3"	"RecName: Full=60S ribosomal protein L26-A; AltName: Full=L33; AltName: Full=Large ribosomal subunit protein uL24-A; AltName: Full=YL33"	"GO:0022625; GO:0003723; GO:0003735; GO:0002181; GO:0042273"	TRUE	"Ribosomal protein L26/L24P, eukaryotic/archaeal"
"1591"	"260"	"Nosenko2013_ribo_11057"	"KOG3401"	3	5	0.9	"EOG091G0TZX"	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	"P05743.3"	"RecName: Full=60S ribosomal protein L26-A; AltName: Full=L33; AltName: Full=Large ribosomal subunit protein uL24-A; AltName: Full=YL33"	"GO:0022625; GO:0003723; GO:0003735; GO:0002181; GO:0042273"	TRUE	"Ribosomal protein L26/L24P, eukaryotic/archaeal"
"1592"	"260"	"Dunn2008"	"Tribe279"	4	5	0.9	"EOG091G0TZX"	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	"P12749.1"	"RecName: Full=60S ribosomal protein L26"	"GO:0022625; GO:0043195; GO:0003723; GO:0003735; GO:0002181; GO:1990928; GO:0042273"	TRUE	"Ribosomal protein L26/L24P, eukaryotic/archaeal"
"1593"	"260"	"Philippe2009"	"Gene_0069"	4	5	0.9	"EOG091G0TZX"	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	"P05743.3"	"RecName: Full=60S ribosomal protein L26-A; AltName: Full=L33; AltName: Full=Large ribosomal subunit protein uL24-A; AltName: Full=YL33"	"GO:0022625; GO:0003723; GO:0003735; GO:0002181; GO:0042273"	TRUE	"Ribosomal protein L26/L24P, eukaryotic/archaeal"
"1594"	"261"	"Nosenko2013_ribo_11057"	"KOG0746"	3	5	0.9	NA	NA	"O16797.3"	"RecName: Full=60S ribosomal protein L3"	"GO:0022625; GO:0003735; GO:0002181; GO:0000027"	TRUE	NA
"1595"	"261"	"Dunn2008"	"Tribe156"	4	5	0.9	NA	NA	"O16797.3"	"RecName: Full=60S ribosomal protein L3"	"GO:0022625; GO:0003735; GO:0002181; GO:0000027"	TRUE	NA
"1596"	"261"	"Chang2015"	"rpl3"	4	5	0.9	NA	NA	"O16797.3"	"RecName: Full=60S ribosomal protein L3"	"GO:0022625; GO:0003735; GO:0002181; GO:0000027"	TRUE	NA
"1597"	"261"	"Nosenko2013_ribo_14615"	"KOG0746"	3	5	0.9	NA	NA	"O16797.3"	"RecName: Full=60S ribosomal protein L3"	"GO:0022625; GO:0003735; GO:0002181; GO:0000027"	TRUE	NA
"1598"	"261"	"Philippe2009"	"Gene_0071"	4	5	0.9	NA	NA	"O16797.3"	"RecName: Full=60S ribosomal protein L3"	"GO:0022625; GO:0003735; GO:0002181; GO:0000027"	TRUE	NA
"1599"	"262"	"Nosenko2013_ribo_14615"	"KOG0893"	3	5	0.9	"EOG091G0YHX"	"Ribosomal protein L31e"	"O18602.1"	"RecName: Full=60S ribosomal protein L31"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L31e"
"1600"	"262"	"Simion2017"	"V2META13596-42-Calc_Hmm10-BMGE05"	4	5	0.9	"EOG091G0YHX"	"Ribosomal protein L31e"	"O18602.1"	"RecName: Full=60S ribosomal protein L31"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L31e"
"1601"	"262"	"Philippe2009"	"Gene_0073"	4	5	0.9	"EOG091G0YHX"	"Ribosomal protein L31e"	"O18602.1"	"RecName: Full=60S ribosomal protein L31"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L31e"
"1602"	"262"	"Nosenko2013_ribo_11057"	"KOG0893"	3	5	0.9	"EOG091G0YHX"	"Ribosomal protein L31e"	"O18602.1"	"RecName: Full=60S ribosomal protein L31"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein L31e"
"1603"	"262"	"Chang2015"	"rpl31"	4	5	0.9	"EOG091G0YHX"	"Ribosomal protein L31e"	"P62901.1"	"RecName: Full=60S ribosomal protein L31"	"GO:0098556; GO:0022625; GO:0015934; GO:0003735; GO:0002181"	TRUE	"Ribosomal protein L31e"
"1604"	"263"	"Nosenko2013_ribo_11057"	"KOG0878"	3	5	0.9	NA	NA	"O42935.1"	"RecName: Full=60S ribosomal protein L32-B"	"GO:0005829; GO:0022625; GO:0005730; GO:0003735; GO:0002181"	TRUE	NA
"1605"	"263"	"Ryan2013_est"	"gene274"	4	5	0.9	NA	NA	"P04359.3"	"RecName: Full=60S ribosomal protein L32; AltName: Full=Ribosomal protein 49"	"GO:0005737; GO:0022625; GO:0005730; GO:0003735; GO:0002181"	TRUE	NA
"1606"	"263"	"Nosenko2013_ribo_14615"	"KOG0878"	3	5	0.9	NA	NA	"O42935.1"	"RecName: Full=60S ribosomal protein L32-B"	"GO:0005829; GO:0022625; GO:0005730; GO:0003735; GO:0002181"	TRUE	NA
"1607"	"263"	"Chang2015"	"rpl32"	4	5	0.9	NA	NA	"Q962T1.1"	"RecName: Full=60S ribosomal protein L32"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1608"	"263"	"Philippe2009"	"Gene_0074"	4	5	0.9	NA	NA	"P04359.3"	"RecName: Full=60S ribosomal protein L32; AltName: Full=Ribosomal protein 49"	"GO:0005737; GO:0022625; GO:0005730; GO:0003735; GO:0002181"	TRUE	NA
"1609"	"264"	"Nosenko2013_ribo_11057"	"KOG1790"	3	5	0.9	NA	NA	"P49207.3"	"RecName: Full=60S ribosomal protein L34; AltName: Full=Large ribosomal subunit protein eL34"	"GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0045296; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1610"	"264"	"Dunn2008"	"Tribe356"	4	5	0.9	NA	NA	"P45842.2"	"RecName: Full=60S ribosomal protein L34; AltName: Full=L31"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1611"	"264"	"Nosenko2013_ribo_14615"	"KOG1790"	3	5	0.9	NA	NA	"P49207.3"	"RecName: Full=60S ribosomal protein L34; AltName: Full=Large ribosomal subunit protein eL34"	"GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0045296; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1612"	"264"	"Philippe2009"	"Gene_0076"	4	5	0.9	NA	NA	"P49207.3"	"RecName: Full=60S ribosomal protein L34; AltName: Full=Large ribosomal subunit protein eL34"	"GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0045296; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1613"	"264"	"Chang2015"	"rpl34"	4	5	0.9	NA	NA	"P49207.3"	"RecName: Full=60S ribosomal protein L34; AltName: Full=Large ribosomal subunit protein eL34"	"GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0045296; GO:0003723; GO:0003735; GO:0000184; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1614"	"265"	"Ryan2013_est"	"gene311"	4	5	0.9	NA	NA	"A9L948.1"	"RecName: Full=60S ribosomal protein L36a"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1615"	"265"	"Nosenko2013_ribo_14615"	"KOG3464"	3	5	0.9	NA	NA	"A9L948.1"	"RecName: Full=60S ribosomal protein L36a"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1616"	"265"	"Philippe2009"	"Gene_0082"	4	5	0.9	NA	NA	"A9L948.1"	"RecName: Full=60S ribosomal protein L36a"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1617"	"265"	"Chang2015"	"rpl42"	4	5	0.9	NA	NA	"A9L948.1"	"RecName: Full=60S ribosomal protein L36a"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	NA
"1618"	"265"	"Nosenko2013_ribo_11057"	"KOG3464"	3	5	0.9	NA	NA	"O23290.3"	"RecName: Full=60S ribosomal protein L36a"	"GO:0022625; GO:0003735; GO:0006412"	TRUE	NA
"1619"	"266"	"Nosenko2013_ribo_11057"	"KOG0815"	3	5	0.9	NA	NA	"P05388.1"	"RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E; AltName: Full=Large ribosomal subunit protein uL10"	"GO:0005737; GO:0036464; GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0005925; GO:0016020; GO:0005634; GO:0098794; GO:0014069; GO:1990904; GO:0070180; GO:0003723; GO:0003735; GO:0002181; GO:0035722; GO:0000184; GO:0000027; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1620"	"266"	"Nosenko2013_ribo_14615"	"KOG0815"	3	5	0.9	NA	NA	"P05388.1"	"RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E; AltName: Full=Large ribosomal subunit protein uL10"	"GO:0005737; GO:0036464; GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0005925; GO:0016020; GO:0005634; GO:0098794; GO:0014069; GO:1990904; GO:0070180; GO:0003723; GO:0003735; GO:0002181; GO:0035722; GO:0000184; GO:0000027; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1621"	"266"	"Chang2015"	"rpp0"	4	5	0.9	NA	NA	"Q90YX1.1"	"RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E"	"GO:0005840; GO:0042254"	FALSE	NA
"1622"	"266"	"Philippe2009"	"Gene_0089"	4	5	0.9	NA	NA	"P05388.1"	"RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E; AltName: Full=Large ribosomal subunit protein uL10"	"GO:0005737; GO:0036464; GO:0005829; GO:0022625; GO:0005783; GO:0070062; GO:0005925; GO:0016020; GO:0005634; GO:0098794; GO:0014069; GO:1990904; GO:0070180; GO:0003723; GO:0003735; GO:0002181; GO:0035722; GO:0000184; GO:0000027; GO:0006614; GO:0006412; GO:0006413"	TRUE	NA
"1623"	"266"	"Simion2017"	"V2META12274-42-Calc_Hmm10-BMGE05"	4	5	0.9	NA	NA	"P47826.1"	"RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E"	"GO:0036464; GO:0022625; GO:0030425; GO:0005783; GO:0005634; GO:0014069; GO:0070180; GO:0003735; GO:0071353; GO:0002181; GO:0000027"	TRUE	NA
"1624"	"267"	"Nosenko2013_ribo_14615"	"KOG1628"	3	5	0.9	"EOG091G0HTU"	"Ribosomal protein S3Ae"	"A1C4N6.1"	"RecName: Full=40S ribosomal protein S1"	"GO:0022627; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein S3Ae"
"1625"	"267"	"Nosenko2013_ribo_11057"	"KOG1628"	3	5	0.9	"EOG091G0HTU"	"Ribosomal protein S3Ae"	"A1C4N6.1"	"RecName: Full=40S ribosomal protein S1"	"GO:0022627; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein S3Ae"
"1626"	"267"	"Simion2017"	"V2META12799-42-Calc_Hmm10-BMGE05"	4	5	0.9	"EOG091G0HTU"	"Ribosomal protein S3Ae"	"A2Q0R8.1"	"RecName: Full=40S ribosomal protein S3a"	"GO:0022627; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein S3Ae"
"1627"	"267"	"Philippe2009"	"Gene_0090"	4	5	0.9	"EOG091G0HTU"	"Ribosomal protein S3Ae"	"A1C4N6.1"	"RecName: Full=40S ribosomal protein S1"	"GO:0022627; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein S3Ae"
"1628"	"267"	"Chang2015"	"rps1"	4	5	0.9	"EOG091G0HTU"	"Ribosomal protein S3Ae"	"A7S3J7.1"	"RecName: Full=40S ribosomal protein S3a"	"GO:0005829; GO:0022627; GO:0003735; GO:0006412"	TRUE	"Ribosomal protein S3Ae"
"1629"	"268"	"Nosenko2013_ribo_14615"	"KOG0400"	3	5	0.9	"EOG091G0X8F"	"ribosomal protein S13"	"O77303.3"	"RecName: Full=40S ribosomal protein S13"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"ribosomal protein S13"
"1630"	"268"	"Philippe2009"	"Gene_0093"	4	5	0.9	"EOG091G0X8F"	"ribosomal protein S13"	"O77303.3"	"RecName: Full=40S ribosomal protein S13"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"ribosomal protein S13"
"1631"	"268"	"Chang2015"	"rps13a"	4	5	0.9	"EOG091G0X8F"	"ribosomal protein S13"	"O77303.3"	"RecName: Full=40S ribosomal protein S13"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"ribosomal protein S13"
"1632"	"268"	"Nosenko2013_ribo_11057"	"KOG0400"	3	5	0.9	"EOG091G0X8F"	"ribosomal protein S13"	"O77303.3"	"RecName: Full=40S ribosomal protein S13"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"ribosomal protein S13"
"1633"	"268"	"Dunn2008"	"Tribe272"	4	5	0.9	"EOG091G0X8F"	"ribosomal protein S13"	"O77303.3"	"RecName: Full=40S ribosomal protein S13"	"GO:0005840; GO:0003735; GO:0006412"	TRUE	"ribosomal protein S13"
