mscript1	dataset1	part1	mscript2	dataset2	part2	count
Ryan2013	genome.opisthokonta	gene75	Ryan2013	genome.opisthokonta	gene75	13
Ryan2013	genome.opisthokonta	gene76	Borowiec2015	Best108	OG716.fasta.aln_gene89	12
Ryan2013	genome.opisthokonta	gene76	Borowiec2015	Total1080	OG716.fasta.aln_gene788	12
Ryan2013	genome.opisthokonta	gene76	Moroz2014	ED3a	0251	11
Ryan2013	genome.opisthokonta	gene76	Ryan2013	genome.opisthokonta	gene76	18
Ryan2013	genome.opisthokonta	gene77	Ryan2013	genome.opisthokonta	gene77	17
Ryan2013	genome.opisthokonta	gene78	Hejnol2009	Hejnol2009	Tribe2144_0	1
Ryan2013	genome.opisthokonta	gene78	Ryan2013	genome.opisthokonta	gene78	15
Ryan2013	genome.opisthokonta	gene79	Borowiec2015	Best108	OG205.fasta.aln_gene22	1
Ryan2013	genome.opisthokonta	gene79	Borowiec2015	Total1080	OG205.fasta.aln_gene248	1
Ryan2013	genome.opisthokonta	gene79	Ryan2013	genome.opisthokonta	gene79	9
Ryan2013	genome.opisthokonta	gene8	Borowiec2015	Total1080	OG289.fasta.aln_gene338	10
Ryan2013	genome.opisthokonta	gene8	Ryan2013	genome.opisthokonta	gene8	14
Ryan2013	genome.opisthokonta	gene80	Hejnol2009	Hejnol2009	Tribe2475_0	1
Ryan2013	genome.opisthokonta	gene80	Ryan2013	genome.opisthokonta	gene80	14
Ryan2013	genome.opisthokonta	gene81	Ryan2013	genome.opisthokonta	gene81	14
Ryan2013	genome.opisthokonta	gene82	Borowiec2015	Total1080	OG707.fasta.aln_gene778	11
Ryan2013	genome.opisthokonta	gene82	Ryan2013	genome.opisthokonta	gene82	18
Ryan2013	genome.opisthokonta	gene83	Ryan2013	genome.opisthokonta	gene83	17
Ryan2013	genome.opisthokonta	gene84	Ryan2013	genome.opisthokonta	gene84	17
Ryan2013	genome.opisthokonta	gene85	Ryan2013	genome.opisthokonta	gene85	18
Ryan2013	genome.opisthokonta	gene86	Borowiec2015	Best108	OG438.fasta.aln_gene53	2
Ryan2013	genome.opisthokonta	gene86	Borowiec2015	Total1080	OG438.fasta.aln_gene498	2
Ryan2013	genome.opisthokonta	gene86	Hejnol2009	Hejnol2009	Tribe1748_0	1
Ryan2013	genome.opisthokonta	gene86	Ryan2013	genome.opisthokonta	gene86	17
Ryan2013	genome.opisthokonta	gene86	Whelan2017	Metazoa_Choano_RCFV_strict	Subset5_01	1
Ryan2013	genome.opisthokonta	gene87	Borowiec2015	Total1080	OG350.fasta.aln_gene404	2
Ryan2013	genome.opisthokonta	gene87	Ryan2013	genome.opisthokonta	gene87	17
Ryan2013	genome.opisthokonta	gene88	Ryan2013	genome.opisthokonta	gene88	12
Ryan2013	genome.opisthokonta	gene89	Ryan2013	genome.opisthokonta	gene89	16
Ryan2013	genome.opisthokonta	gene9	Borowiec2015	Total1080	OG481.fasta.aln_gene544	2
Ryan2013	genome.opisthokonta	gene9	Hejnol2009	Hejnol2009	Tribe3581_0	9
Ryan2013	genome.opisthokonta	gene9	Moroz2014	ED3a	0995	7
Ryan2013	genome.opisthokonta	gene9	Ryan2013	genome.opisthokonta	gene9	17
Ryan2013	genome.opisthokonta	gene9	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13833-42-Calc_Hmm10-BMGE05	1
Ryan2013	genome.opisthokonta	gene9	Whelan2017	Metazoa_Choano_RCFV_strict	Subset2_01	1
Ryan2013	genome.opisthokonta	gene90	Ryan2013	est.opisthokonta	gene295	1
Ryan2013	genome.opisthokonta	gene90	Ryan2013	genome.opisthokonta	gene90	13
Ryan2013	genome.opisthokonta	gene91	Ryan2013	genome.opisthokonta	gene91	16
Ryan2013	genome.opisthokonta	gene92	Borowiec2015	Best108	OG890.fasta.aln_gene104	3
Ryan2013	genome.opisthokonta	gene92	Borowiec2015	Total1080	OG890.fasta.aln_gene974	3
Ryan2013	genome.opisthokonta	gene92	Dunn2008	Dunn2008	Tribe1489	2
Ryan2013	genome.opisthokonta	gene92	Hejnol2009	Hejnol2009	Tribe1736_0	7
Ryan2013	genome.opisthokonta	gene92	Ryan2013	est.opisthokonta	gene34	2
Ryan2013	genome.opisthokonta	gene92	Ryan2013	genome.opisthokonta	gene92	15
Ryan2013	genome.opisthokonta	gene93	Ryan2013	genome.opisthokonta	gene93	17
Ryan2013	genome.opisthokonta	gene94	Chang2015	Chang2015	cct_01	12
Ryan2013	genome.opisthokonta	gene94	Philippe2009	Philippe2009	cct-N	9
Ryan2013	genome.opisthokonta	gene94	Ryan2013	genome.opisthokonta	gene94	18
Ryan2013	genome.opisthokonta	gene94	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	11
Ryan2013	genome.opisthokonta	gene95	Nosenko2013	ribosomal_11057_smatrix	KOG1628	8
Ryan2013	genome.opisthokonta	gene95	Nosenko2013	ribosomal_14615_smatrix	KOG1628	11
Ryan2013	genome.opisthokonta	gene95	Ryan2013	genome.opisthokonta	gene95	16
Ryan2013	genome.opisthokonta	gene95	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12799-42-Calc_Hmm10-BMGE05	1
Ryan2013	genome.opisthokonta	gene96	Ryan2013	genome.opisthokonta	gene96	17
Ryan2013	genome.opisthokonta	gene96	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13174-42-Calc_Hmm10-BMGE05	11
Ryan2013	genome.opisthokonta	gene97	Dunn2008	Dunn2008	Tribe1007	4
Ryan2013	genome.opisthokonta	gene97	Ryan2013	est.opisthokonta	gene259	15
Ryan2013	genome.opisthokonta	gene97	Ryan2013	genome.opisthokonta	gene97	18
Ryan2013	genome.opisthokonta	gene98	Ryan2013	genome.opisthokonta	gene98	15
Ryan2013	genome.opisthokonta	gene99	Borowiec2015	Total1080	OG448.fasta.aln_gene509	1
Ryan2013	genome.opisthokonta	gene99	Moroz2014	ED3d	0487	1
Ryan2013	genome.opisthokonta	gene99	Ryan2013	genome.opisthokonta	gene99	17
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10033-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10033-1-42-Calc_Hmm10-BMGE05	61
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10033-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10033-2-1-42-Calc_Hmm10-BMGE05	77
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10053-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10053-2-1-42-Calc_Hmm10-BMGE05	64
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10054-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10054-1-1-42-Calc_Hmm10-BMGE05	76
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10054-1-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10054-1-2-2-42-Calc_Hmm10-BMGE05	52
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-1-1-42-Calc_Hmm10-BMGE05	78
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-2-1-42-Calc_Hmm10-BMGE05	56
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-2-2-2-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10062-2-2-2-2-1-42-Calc_Hmm10-BMGE05	51
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-1-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-1-1-1-42-Calc_Hmm10-BMGE05	76
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-1-2-2-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-1-2-2-2-2-2-42-Calc_Hmm10-BMGE05	78
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Best108	OG66.fasta.aln_gene84	12
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Total1080	OG66.fasta.aln_gene737	12
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-2-42-Calc_Hmm10-BMGE05	93
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-1-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-1-2-2-2-42-Calc_Hmm10-BMGE05	76
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-2-2-2-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	if4a_01	46
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-2-2-2-42-Calc_Hmm10-BMGE05	Nosenko2013	ribosomal_14615_smatrix	KOG0328	17
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-2-2-2-42-Calc_Hmm10-BMGE05	Philippe2009	Philippe2009	if4a-a	17
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-2-2-2-42-Calc_Hmm10-BMGE05	139
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10136-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10136-1-1-42-Calc_Hmm10-BMGE05	59
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10141-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10141-1-42-Calc_Hmm10-BMGE05	89
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	cct_01	45
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	Philippe2009	Philippe2009	cct-N	13
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	Ryan2013	genome.opisthokonta	gene94	11
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-1-42-Calc_Hmm10-BMGE05	95
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-1-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	cct_01	40
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-1-42-Calc_Hmm10-BMGE05	Philippe2009	Philippe2009	cct-E	14
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-1-42-Calc_Hmm10-BMGE05	92
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Best108	OG3.fasta.aln_gene48	12
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Total1080	OG3.fasta.aln_gene457	12
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	cct_01	37
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	Philippe2009	Philippe2009	cct-D	3
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10144-2-2-2-2-42-Calc_Hmm10-BMGE05	101
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10155-1-42-Calc_Hmm10-BMGE05	Borowiec2015	Total1080	OG40.fasta.aln_gene468	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10155-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10155-1-42-Calc_Hmm10-BMGE05	74
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10161-1-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10161-1-2-42-Calc_Hmm10-BMGE05	68
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10174-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10174-2-42-Calc_Hmm10-BMGE05	72
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10184-1-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10184-1-2-2-42-Calc_Hmm10-BMGE05	74
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10187-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10187-1-42-Calc_Hmm10-BMGE05	74
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-1-1-42-Calc_Hmm10-BMGE05	51
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-2-1-42-Calc_Hmm10-BMGE05	73
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-2-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10192-2-2-1-42-Calc_Hmm10-BMGE05	63
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-1-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-1-2-42-Calc_Hmm10-BMGE05	75
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-2-2-2-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	ef1_01	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-2-2-2-42-Calc_Hmm10-BMGE05	100
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10197-2-2-2-2-42-Calc_Hmm10-BMGE05	Whelan2017	Metazoa_full	Subset2_23	2
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-1-1-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	nsf1_01	125
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-1-1-42-Calc_Hmm10-BMGE05	159
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-2-2-1-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	nsf1	84
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-2-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-2-2-1-42-Calc_Hmm10-BMGE05	108
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-2-2-1-42-Calc_Hmm10-BMGE05	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0891	23
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10203-2-2-1-42-Calc_Hmm10-BMGE05	Whelan2015	Dataset1_FullData	Gene_0891	23
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10224-1-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10224-1-2-2-42-Calc_Hmm10-BMGE05	423
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10237-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10237-2-42-Calc_Hmm10-BMGE05	78
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10242-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10242-1-42-Calc_Hmm10-BMGE05	56
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10252-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10252-2-1-42-Calc_Hmm10-BMGE05	65
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10253-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10253-42-Calc_Hmm10-BMGE05	44
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10259-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10259-2-1-42-Calc_Hmm10-BMGE05	66
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10259-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10259-2-2-2-42-Calc_Hmm10-BMGE05	58
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10262-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10262-1-42-Calc_Hmm10-BMGE05	81
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-1-42-Calc_Hmm10-BMGE05	78
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-2-1-2-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	rpo	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-2-1-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-2-1-2-42-Calc_Hmm10-BMGE05	68
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10276-1-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10276-1-2-2-42-Calc_Hmm10-BMGE05	58
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10298-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10298-1-42-Calc_Hmm10-BMGE05	58
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10306-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10306-2-1-42-Calc_Hmm10-BMGE05	72
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10324-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10324-1-42-Calc_Hmm10-BMGE05	29
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-1-42-Calc_Hmm10-BMGE05	85
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-1-1-42-Calc_Hmm10-BMGE05	66
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-1-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-1-2-42-Calc_Hmm10-BMGE05	82
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10325-2-2-2-2-42-Calc_Hmm10-BMGE05	91
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-1-1-42-Calc_Hmm10-BMGE05	71
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-1-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-1-2-2-2-42-Calc_Hmm10-BMGE05	72
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10342-2-42-Calc_Hmm10-BMGE05	51
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10343-1-42-Calc_Hmm10-BMGE05	Moroz2014	ED3a	0338	9
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10343-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10343-1-42-Calc_Hmm10-BMGE05	210
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10347-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10347-1-42-Calc_Hmm10-BMGE05	81
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10362-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10362-1-1-42-Calc_Hmm10-BMGE05	78
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-1-1-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-1-1-2-42-Calc_Hmm10-BMGE05	103
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Best108	OG954.fasta.aln_gene107	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-2-42-Calc_Hmm10-BMGE05	Borowiec2015	Total1080	OG954.fasta.aln_gene1039	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-2-42-Calc_Hmm10-BMGE05	Ryan2013	est.opisthokonta	gene228	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-2-42-Calc_Hmm10-BMGE05	61
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10402-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10402-2-2-42-Calc_Hmm10-BMGE05	74
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10402-2-2-42-Calc_Hmm10-BMGE05	Whelan2017	Metazoa_Choano_RCFV_strict	Subset5_01	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10402-2-2-42-Calc_Hmm10-BMGE05	Whelan2017	Metazoa_full	Subset4_12	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10423-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10423-1-1-42-Calc_Hmm10-BMGE05	69
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10425-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10425-1-1-42-Calc_Hmm10-BMGE05	61
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10427-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10427-2-1-42-Calc_Hmm10-BMGE05	64
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-1-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	hsp90	23
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-1-42-Calc_Hmm10-BMGE05	Philippe2009	Philippe2009	hsp90-C	11
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-1-42-Calc_Hmm10-BMGE05	44
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-2-42-Calc_Hmm10-BMGE05	Chang2015	Chang2015	hsp90_01	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-2-42-Calc_Hmm10-BMGE05	72
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10457-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10457-1-42-Calc_Hmm10-BMGE05	47
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10457-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10457-2-1-42-Calc_Hmm10-BMGE05	54
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10459-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10459-1-42-Calc_Hmm10-BMGE05	54
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10478-1-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10478-1-1-42-Calc_Hmm10-BMGE05	47
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10478-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10478-2-2-2-42-Calc_Hmm10-BMGE05	67
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10485-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10485-1-42-Calc_Hmm10-BMGE05	69
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10522-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10522-2-1-42-Calc_Hmm10-BMGE05	61
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10522-2-2-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10522-2-2-2-42-Calc_Hmm10-BMGE05	62
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10532-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10532-2-42-Calc_Hmm10-BMGE05	68
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10564-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10564-1-42-Calc_Hmm10-BMGE05	57
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10603-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10603-1-42-Calc_Hmm10-BMGE05	57
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10603-2-1-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10603-2-1-42-Calc_Hmm10-BMGE05	50
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10658-2-42-Calc_Hmm10-BMGE05	Ryan2013	est.opisthokonta	gene208	13
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10658-2-42-Calc_Hmm10-BMGE05	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10658-2-42-Calc_Hmm10-BMGE05	82
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10658-2-42-Calc_Hmm10-BMGE05	Whelan2017	Metazoa_full	Subset31_02	1
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10664-1-1-42-Calc_Hmm10-BMGE05	Moroz2014	ED3d	0309	14
