manuscript	dataset	partition_name	cluster_number
Borowiec2015	Total1080	OG227.fasta.aln_gene271	126
Dunn2008	Dunn2008	Tribe351	126
Ryan2013	est.opisthokonta	gene314	127
Hejnol2009	Hejnol2009	Tribe1522_0	127
Moroz2014	ED3a	0123	127
Borowiec2015	Total1080	OG275.fasta.aln_gene323	127
Moroz2014	ED3a	0923	128
Ryan2013	est.opisthokonta	gene362	128
Borowiec2015	Total1080	OG309.fasta.aln_gene360	128
Hejnol2009	Hejnol2009	Tribe2504_0	128
Whelan2015	Dataset1_FullData	Gene_0960	129
Moroz2014	ED3d	0960	129
Whelan2017	Metazoa_full	Subset4_18	129
Borowiec2015	Total1080	OG361.fasta.aln_gene416	129
Dunn2008	Dunn2008	Tribe586	130
Ryan2013	genome.opisthokonta	gene104	130
Borowiec2015	Total1080	OG398.fasta.aln_gene454	130
Hejnol2009	Hejnol2009	Tribe804_0	130
Ryan2013	est.opisthokonta	gene146	131
Borowiec2015	Total1080	OG409.fasta.aln_gene467	131
Hejnol2009	Hejnol2009	Tribe2683_0	131
Moroz2014	ED3a	0066	131
Hejnol2009	Hejnol2009	Tribe2113_0	132
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13333-42-Calc_Hmm10-BMGE05	132
Ryan2013	est.opisthokonta	gene212	132
Borowiec2015	Total1080	OG414.fasta.aln_gene473	132
Borowiec2015	Total1080	OG426.fasta.aln_gene486	133
Ryan2013	est.opisthokonta	gene29	133
Hejnol2009	Hejnol2009	Tribe1907_0	133
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13672-42-Calc_Hmm10-BMGE05	133
Borowiec2015	Total1080	OG443.fasta.aln_gene504	134
Hejnol2009	Hejnol2009	Tribe1212_0	134
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13212-42-Calc_Hmm10-BMGE05	134
Dunn2008	Dunn2008	Tribe1009	134
Borowiec2015	Total1080	OG450.fasta.aln_gene512	135
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14554-42-Calc_Hmm10-BMGE05	135
Hejnol2009	Hejnol2009	Tribe2787_0	135
Whelan2017	Metazoa_full	Subset4_13	135
Ryan2013	est.opisthokonta	gene199	136
Dunn2008	Dunn2008	Tribe852	136
Borowiec2015	Total1080	OG519.fasta.aln_gene582	136
Hejnol2009	Hejnol2009	Tribe1265_0	136
Borowiec2015	Total1080	OG534.fasta.aln_gene597	137
Hejnol2009	Hejnol2009	Tribe594_0	137
Dunn2008	Dunn2008	Tribe435	137
Ryan2013	est.opisthokonta	gene168	137
Borowiec2015	Total1080	OG579.fasta.aln_gene642	138
Hejnol2009	Hejnol2009	Tribe2540_0	138
Ryan2013	est.opisthokonta	gene288	138
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12131-42-Calc_Hmm10-BMGE05	138
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13422-42-Calc_Hmm10-BMGE05	139
Hejnol2009	Hejnol2009	Tribe2161_0	139
Borowiec2015	Total1080	OG599.fasta.aln_gene664	139
Ryan2013	genome.opisthokonta	gene156	139
Ryan2013	est.opisthokonta	gene30	140
Borowiec2015	Total1080	OG664.fasta.aln_gene731	140
Hejnol2009	Hejnol2009	Tribe3095_0	140
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13593-42-Calc_Hmm10-BMGE05	140
Borowiec2015	Total1080	OG727.fasta.aln_gene799	141
Dunn2008	Dunn2008	Tribe1132	141
Hejnol2009	Hejnol2009	Tribe1430_0	141
Ryan2013	est.opisthokonta	gene252	141
Hejnol2009	Hejnol2009	Tribe949_0	142
Dunn2008	Dunn2008	Tribe764	142
Borowiec2015	Total1080	OG739.fasta.aln_gene811	142
Ryan2013	est.opisthokonta	gene325	142
Borowiec2015	Total1080	OG740.fasta.aln_gene813	143
Ryan2013	est.opisthokonta	gene87	143
Chang2015	Chang2015	w09c	143
Ryan2013	genome.opisthokonta	gene1	143
Borowiec2015	Total1080	OG742.fasta.aln_gene815	144
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15676-42-Calc_Hmm10-BMGE05	144
Ryan2013	genome.opisthokonta	gene202	144
Hejnol2009	Hejnol2009	Tribe2309_0	144
Hejnol2009	Hejnol2009	Tribe930_0	145
Ryan2013	est.opisthokonta	gene157	145
Dunn2008	Dunn2008	Tribe646	145
Borowiec2015	Total1080	OG752.fasta.aln_gene826	145
Dunn2008	Dunn2008	Tribe1335	146
Hejnol2009	Hejnol2009	Tribe1598_0	146
Borowiec2015	Total1080	OG833.fasta.aln_gene913	146
Ryan2013	est.opisthokonta	gene375	146
Borowiec2015	Total1080	OG878.fasta.aln_gene960	147
Ryan2013	genome.opisthokonta	gene199	147
Ryan2013	est.opisthokonta	gene80	147
Hejnol2009	Hejnol2009	Tribe1561_0	147
Borowiec2015	Total1080	OG903.fasta.aln_gene989	148
Hejnol2009	Hejnol2009	Tribe1678_0	148
Ryan2013	est.opisthokonta	gene154	148
Ryan2013	genome.opisthokonta	gene13	148
Hejnol2009	Hejnol2009	Tribe2088_0	149
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15223-42-Calc_Hmm10-BMGE05	149
Whelan2017	Metazoa_full	Subset23_02	149
Borowiec2015	Total1080	OG927.fasta.aln_gene1011	149
Borowiec2015	Total1080	OG931.fasta.aln_gene1016	150
Hejnol2009	Hejnol2009	Tribe1245_0	150
Dunn2008	Dunn2008	Tribe1136	150
Ryan2013	est.opisthokonta	gene178	150
Ryan2013	est.opisthokonta	gene278	151
Dunn2008	Dunn2008	Tribe1165	151
Borowiec2015	Total1080	OG973.fasta.aln_gene1057	151
Hejnol2009	Hejnol2009	Tribe1393_0	151
Philippe2009	Philippe2009	cpn60-mt	152
Moroz2014	ED3a	0245	152
Chang2015	Chang2015	cpn60	152
Whelan2017	Metazoa_Choano_RCFV_strict	Subset19	152
Moroz2014	ED3a	0520	153
Ryan2013	est.opisthokonta	gene248	153
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13663-42-Calc_Hmm10-BMGE05	153
Chang2015	Chang2015	dihydrolatransacylase	153
Nosenko2013	ribosomal_11057_smatrix	KOG0857	154
Nosenko2013	ribosomal_14615_smatrix	KOG0857	154
Chang2015	Chang2015	grc5	154
Philippe2009	Philippe2009	grc5	154
Philippe2009	Philippe2009	hsp90-C	155
Chang2015	Chang2015	hsp90	155
Nosenko2013	nonribosomal_9187_smatrix	KOG0019	155
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-1-42-Calc_Hmm10-BMGE05	155
Ryan2013	genome.opisthokonta	gene182	156
Moroz2014	ED3a	0579	156
Chang2015	Chang2015	rf1	156
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14096-42-Calc_Hmm10-BMGE05	156
Nosenko2013	ribosomal_14615_smatrix	KOG1722	157
Ryan2013	est.opisthokonta	gene359	157
Chang2015	Chang2015	rpl24_01	157
Philippe2009	Philippe2009	rpl14a	157
Ryan2013	est.opisthokonta	gene311	158
Nosenko2013	ribosomal_11057_smatrix	KOG3464	158
Nosenko2013	ribosomal_14615_smatrix	KOG3464	158
Chang2015	Chang2015	rpl42	158
Chang2015	Chang2015	rps3	159
Philippe2009	Philippe2009	rps16	159
Nosenko2013	ribosomal_11057_smatrix	KOG3181	159
Nosenko2013	ribosomal_14615_smatrix	KOG3181	159
Nosenko2013	ribosomal_14615_smatrix	KOG3320	160
Nosenko2013	ribosomal_11057_smatrix	KOG3320	160
Philippe2009	Philippe2009	rps22a	160
Chang2015	Chang2015	rps7	160
Chang2015	Chang2015	rps9	161
Nosenko2013	ribosomal_14615_smatrix	KOG3301	161
Nosenko2013	ribosomal_11057_smatrix	KOG3301	161
Philippe2009	Philippe2009	rps25	161
Nosenko2013	ribosomal_11057_smatrix	KOG0830	162
Philippe2009	Philippe2009	rps3	162
Chang2015	Chang2015	sap40	162
Nosenko2013	ribosomal_14615_smatrix	KOG0830	162
Ryan2013	est.opisthokonta	gene28	163
Chang2015	Chang2015	tribe1121	163
Hejnol2009	Hejnol2009	Tribe1461_0	163
Dunn2008	Dunn2008	Tribe1121	163
Ryan2013	est.opisthokonta	gene35	164
Dunn2008	Dunn2008	Tribe572	164
Chang2015	Chang2015	tribe572	164
Hejnol2009	Hejnol2009	Tribe745_0	164
Chang2015	Chang2015	tribe629	165
Hejnol2009	Hejnol2009	Tribe2555_0	165
Whelan2017	Metazoa_full	Subset34_01	165
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16516-42-Calc_Hmm10-BMGE05	165
Hejnol2009	Hejnol2009	Tribe856_0	166
Dunn2008	Dunn2008	Tribe765	166
Ryan2013	est.opisthokonta	gene183	166
Chang2015	Chang2015	tribe765	166
Dunn2008	Dunn2008	Tribe801	167
Chang2015	Chang2015	tribe801	167
Ryan2013	est.opisthokonta	gene113	167
Hejnol2009	Hejnol2009	Tribe1019_0	167
Hejnol2009	Hejnol2009	Tribe1183_0	168
Dunn2008	Dunn2008	Tribe832	168
Chang2015	Chang2015	tribe832	168
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14586-42-Calc_Hmm10-BMGE05	168
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14191-42-Calc_Hmm10-BMGE05	169
Dunn2008	Dunn2008	Tribe1292	169
Hejnol2009	Hejnol2009	Tribe1506_0	169
Chang2015	Chang2015	vacaatpasepl21	169
Ryan2013	est.opisthokonta	gene86	170
Dunn2008	Dunn2008	Tribe1118	170
Ryan2013	genome.opisthokonta	gene165	170
Hejnol2009	Hejnol2009	Tribe1563_0	170
Ryan2013	genome.opisthokonta	gene188	171
Ryan2013	est.opisthokonta	gene366	171
Hejnol2009	Hejnol2009	Tribe1246_0	171
Dunn2008	Dunn2008	Tribe965	171
Ryan2013	est.opisthokonta	gene196	172
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12503-42-Calc_Hmm10-BMGE05	172
Ryan2013	genome.opisthokonta	gene147	172
Hejnol2009	Hejnol2009	Tribe1028_0	172
Moroz2014	ED3d	0486	173
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12337-42-Calc_Hmm10-BMGE05	173
Chang2015	Chang2015	sra	173
Hejnol2009	Hejnol2009	Tribe1318_1	173
Borowiec2015	Total1080	OG306.fasta.aln_gene357	174
Hejnol2009	Hejnol2009	Tribe1437_0	174
Ryan2013	est.opisthokonta	gene295	174
Ryan2013	genome.opisthokonta	gene90	174
Hejnol2009	Hejnol2009	Tribe1911_0	175
Whelan2015	Dataset1_FullData	Gene_0141	175
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0141	175
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0141	175
Ryan2013	genome.opisthokonta	gene170	176
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13688-42-Calc_Hmm10-BMGE05	176
Ryan2013	est.opisthokonta	gene320	176
Hejnol2009	Hejnol2009	Tribe1963_0	176
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0053	177
Whelan2015	Dataset1_FullData	Gene_0053	177
Hejnol2009	Hejnol2009	Tribe1989_0	177
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0053	177
Whelan2017	Metazoa_full	Subset11_04	178
Hejnol2009	Hejnol2009	Tribe2037_0	178
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META17551-42-Calc_Hmm10-BMGE05	178
Ryan2013	est.opisthokonta	gene241	178
Hejnol2009	Hejnol2009	Tribe2093_0	179
Whelan2015	Dataset1_FullData	Gene_0058	179
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0058	179
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0058	179
Hejnol2009	Hejnol2009	Tribe2134_0	180
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13299-42-Calc_Hmm10-BMGE05	180
Ryan2013	genome.opisthokonta	gene148	180
Ryan2013	est.opisthokonta	gene48	180
Whelan2017	Metazoa_full	Subset6_03	181
Hejnol2009	Hejnol2009	Tribe2192_0	181
Ryan2013	est.opisthokonta	gene123	181
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13959-42-Calc_Hmm10-BMGE05	181
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0180	182
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0180	182
Whelan2015	Dataset1_FullData	Gene_0180	182
Hejnol2009	Hejnol2009	Tribe2430_0	182
Hejnol2009	Hejnol2009	Tribe3603_0	183
Ryan2013	genome.opisthokonta	gene27	183
Moroz2014	ED3a	0663	183
Ryan2013	est.opisthokonta	gene246	183
Whelan2017	Metazoa_Choano_RCFV_strict	Subset8_01	184
Whelan2017	Metazoa_full	Subset10_14	184
Whelan2017	Metazoa_full	Subset4_05	184
Moroz2014	ED3a	0121	184
Whelan2015	Dataset1_FullData	Gene_0366	185
Moroz2014	ED3a	0366	185
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0366	185
Borowiec2015	Total1080	OG1102.fasta.aln_gene95	185
Whelan2015	Dataset1_FullData	Gene_0411	186
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0411	186
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0411	186
Moroz2014	ED3a	0411	186
Moroz2014	ED3d	0735	187
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12940-42-Calc_Hmm10-BMGE05	187
Whelan2017	Metazoa_full	Subset13_06	187
Moroz2014	ED3a	0735	187
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10664-1-1-42-Calc_Hmm10-BMGE05	188
Moroz2014	ED3d	0309	188
Whelan2015	Dataset1_FullData	Gene_0309	188
Whelan2017	Metazoa_full	Subset27_01	188
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0143	189
Ryan2013	est.opisthokonta	gene317	189
Whelan2015	Dataset1_FullData	Gene_0143	189
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0143	189
Moroz2014	ED3a	0706	190
Ryan2013	est.opisthokonta	gene332	190
Ryan2013	genome.opisthokonta	gene241	190
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13418-42-Calc_Hmm10-BMGE05	190
Whelan2017	Metazoa_full	Subset29_04	191
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13723-42-Calc_Hmm10-BMGE05	191
Ryan2013	genome.opisthokonta	gene201	191
Borowiec2015	Total1080	OG606.fasta.aln_gene673	191
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	192
Whelan2015	Dataset1_FullData	Gene_0541	192
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13111-42-Calc_Hmm10-BMGE05	192
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0541	192
Whelan2017	Metazoa_Choano_RCFV_strict	Subset13	193
Whelan2017	Metazoa_Choano_RCFV_strict	Subset14	193
Whelan2017	Metazoa_full	Subset18_01	193
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14037-42-Calc_Hmm10-BMGE05	193
Whelan2015	Dataset1_FullData	Gene_0536	194
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12711-42-Calc_Hmm10-BMGE05	194
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0536	194
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	194
Whelan2017	Metazoa_full	Subset12_05	195
Whelan2015	Dataset1_FullData	Gene_0664	195
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0664	195
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	195
Whelan2015	Dataset1_FullData	Gene_0958	196
Whelan2017	Metazoa_full	Subset21_09	196
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0958	196
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0958	196
Whelan2015	Dataset1_FullData	Gene_0975	197
Whelan2017	Metazoa_full	Subset23_07	197
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0975	197
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0975	197
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13438-42-Calc_Hmm10-BMGE05	198
Borowiec2015	Best108	OG1004.fasta.aln_gene1	198
Borowiec2015	Total1080	OG1004.fasta.aln_gene4	198
Borowiec2015	Total1080	OG1010.fasta.aln_gene10	199
Borowiec2015	Best108	OG1010.fasta.aln_gene3	199
Ryan2013	est.opisthokonta	gene293	199
Borowiec2015	Total1080	OG2.fasta.aln_gene350	200
Ryan2013	genome.opisthokonta	gene118	200
Borowiec2015	Best108	OG2.fasta.aln_gene36	200
Ryan2013	genome.opisthokonta	gene79	201
Borowiec2015	Best108	OG205.fasta.aln_gene22	201
Borowiec2015	Total1080	OG205.fasta.aln_gene248	201
Borowiec2015	Total1080	OG209.fasta.aln_gene252	202
Borowiec2015	Best108	OG209.fasta.aln_gene23	202
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12745-1-42-Calc_Hmm10-BMGE05	202
Hejnol2009	Hejnol2009	Tribe3166_0	203
Borowiec2015	Best108	OG248.fasta.aln_gene26	203
Borowiec2015	Total1080	OG248.fasta.aln_gene294	203
Borowiec2015	Best108	OG268.fasta.aln_gene30	204
Hejnol2009	Hejnol2009	Tribe2993_0	204
Borowiec2015	Total1080	OG268.fasta.aln_gene316	204
Moroz2014	ED3a	0410	205
Borowiec2015	Best108	OG295.fasta.aln_gene34	205
Borowiec2015	Total1080	OG295.fasta.aln_gene345	205
Borowiec2015	Total1080	OG302.fasta.aln_gene353	206
Borowiec2015	Best108	OG302.fasta.aln_gene37	206
Hejnol2009	Hejnol2009	Tribe3448_0	206
Borowiec2015	Total1080	OG335.fasta.aln_gene387	207
Borowiec2015	Best108	OG335.fasta.aln_gene40	207
Nosenko2013	nonribosomal_9187_smatrix	KOG2541	207
Borowiec2015	Total1080	OG364.fasta.aln_gene418	208
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12519-42-Calc_Hmm10-BMGE05	208
Borowiec2015	Best108	OG364.fasta.aln_gene41	208
Ryan2013	genome.opisthokonta	gene174	209
Borowiec2015	Best108	OG370.fasta.aln_gene44	209
Borowiec2015	Total1080	OG370.fasta.aln_gene425	209
Ryan2013	genome.opisthokonta	gene102	210
Borowiec2015	Total1080	OG379.fasta.aln_gene433	210
Borowiec2015	Best108	OG379.fasta.aln_gene46	210
Borowiec2015	Best108	OG538.fasta.aln_gene66	211
Borowiec2015	Total1080	OG538.fasta.aln_gene601	211
Hejnol2009	Hejnol2009	Tribe5175_0	211
Borowiec2015	Best108	OG567.fasta.aln_gene72	212
Hejnol2009	Hejnol2009	Tribe1932_0	212
Borowiec2015	Total1080	OG567.fasta.aln_gene629	212
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11271-1-42-Calc_Hmm10-BMGE05	213
Borowiec2015	Total1080	OG649.fasta.aln_gene714	213
Borowiec2015	Best108	OG649.fasta.aln_gene82	213
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10079-2-42-Calc_Hmm10-BMGE05	214
Borowiec2015	Total1080	OG66.fasta.aln_gene737	214
Borowiec2015	Best108	OG66.fasta.aln_gene84	214
Borowiec2015	Total1080	OG750.fasta.aln_gene824	215
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13551-42-Calc_Hmm10-BMGE05	215
Borowiec2015	Best108	OG750.fasta.aln_gene91	215
Borowiec2015	Total1080	OG780.fasta.aln_gene856	216
Borowiec2015	Best108	OG780.fasta.aln_gene93	216
Hejnol2009	Hejnol2009	Tribe3737_0	216
Ryan2013	genome.opisthokonta	gene183	217
Borowiec2015	Best108	OG828.fasta.aln_gene97	217
Borowiec2015	Total1080	OG828.fasta.aln_gene908	217
Borowiec2015	Total1080	OG88.fasta.aln_gene973	218
Chang2015	Chang2015	mcm	218
Borowiec2015	Best108	OG88.fasta.aln_gene103	218
Borowiec2015	Total1080	OG1023.fasta.aln_gene22	219
Hejnol2009	Hejnol2009	Tribe1906_0	219
Ryan2013	genome.opisthokonta	gene154	219
Ryan2013	genome.opisthokonta	gene74	220
Borowiec2015	Total1080	OG108.fasta.aln_gene83	220
Moroz2014	ED3a	0232	220
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11232-2-42-Calc_Hmm10-BMGE05	221
Chang2015	Chang2015	pyrdehydroe1b	221
Borowiec2015	Total1080	OG1147.fasta.aln_gene139	221
Ryan2013	est.opisthokonta	gene396	222
Hejnol2009	Hejnol2009	Tribe2197_0	222
Borowiec2015	Total1080	OG116.fasta.aln_gene156	222
Borowiec2015	Total1080	OG119.fasta.aln_gene159	223
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13680-42-Calc_Hmm10-BMGE05	223
Ryan2013	est.opisthokonta	gene22	223
Ryan2013	est.opisthokonta	gene211	224
Borowiec2015	Total1080	OG170.fasta.aln_gene210	224
Hejnol2009	Hejnol2009	Tribe1622_0	224
Hejnol2009	Hejnol2009	Tribe1340_0	225
Borowiec2015	Total1080	OG173.fasta.aln_gene213	225
Dunn2008	Dunn2008	Tribe1047	225
Ryan2013	genome.opisthokonta	gene115	226
Borowiec2015	Total1080	OG174.fasta.aln_gene214	226
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12968-42-Calc_Hmm10-BMGE05	226
Chang2015	Chang2015	ef2	227
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12336-42-Calc_Hmm10-BMGE05	227
Borowiec2015	Total1080	OG178.fasta.aln_gene218	227
Borowiec2015	Total1080	OG22.fasta.aln_gene274	228
Hejnol2009	Hejnol2009	Tribe1505_0	228
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14171-42-Calc_Hmm10-BMGE05	228
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12309-42-Calc_Hmm10-BMGE05	229
Borowiec2015	Total1080	OG226.fasta.aln_gene270	229
Hejnol2009	Hejnol2009	Tribe2962_0	229
Hejnol2009	Hejnol2009	Tribe1806_0	230
Borowiec2015	Total1080	OG258.fasta.aln_gene305	230
Ryan2013	est.opisthokonta	gene12	230
Borowiec2015	Total1080	OG289.fasta.aln_gene338	231
Ryan2013	genome.opisthokonta	gene8	231
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12974-42-Calc_Hmm10-BMGE05	231
Ryan2013	genome.opisthokonta	gene46	232
Borowiec2015	Total1080	OG316.fasta.aln_gene368	232
Hejnol2009	Hejnol2009	Tribe2124_0	232
Ryan2013	est.opisthokonta	gene386	233
Hejnol2009	Hejnol2009	Tribe1702_0	233
Borowiec2015	Total1080	OG330.fasta.aln_gene382	233
Ryan2013	genome.opisthokonta	gene65	234
Dunn2008	Dunn2008	Tribe532	234
Borowiec2015	Total1080	OG344.fasta.aln_gene397	234
Borowiec2015	Total1080	OG347.fasta.aln_gene400	235
Ryan2013	est.opisthokonta	gene148	235
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13611-42-Calc_Hmm10-BMGE05	235
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10423-1-1-42-Calc_Hmm10-BMGE05	236
Borowiec2015	Total1080	OG36.fasta.aln_gene424	236
Nosenko2013	nonribosomal_9187_smatrix	KOG0594	236
Borowiec2015	Total1080	OG388.fasta.aln_gene443	237
Hejnol2009	Hejnol2009	Tribe2592_0	237
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15421-42-Calc_Hmm10-BMGE05	237
Ryan2013	est.opisthokonta	gene5	238
Borowiec2015	Total1080	OG417.fasta.aln_gene476	238
Hejnol2009	Hejnol2009	Tribe1803_0	238
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12678-42-Calc_Hmm10-BMGE05	239
Hejnol2009	Hejnol2009	Tribe2054_0	239
Borowiec2015	Total1080	OG439.fasta.aln_gene499	239
Borowiec2015	Total1080	OG452.fasta.aln_gene514	240
Hejnol2009	Hejnol2009	Tribe1547_0	240
Ryan2013	est.opisthokonta	gene354	240
Ryan2013	est.opisthokonta	gene54	241
Hejnol2009	Hejnol2009	Tribe2337_0	241
Borowiec2015	Total1080	OG469.fasta.aln_gene530	241
Ryan2013	est.opisthokonta	gene281	242
Borowiec2015	Total1080	OG505.fasta.aln_gene570	242
Hejnol2009	Hejnol2009	Tribe2276_0	242
Borowiec2015	Total1080	OG515.fasta.aln_gene578	243
Ryan2013	est.opisthokonta	gene2	243
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11079-2-42-Calc_Hmm10-BMGE05	243
Borowiec2015	Total1080	OG522.fasta.aln_gene586	244
Ryan2013	est.opisthokonta	gene371	244
Hejnol2009	Hejnol2009	Tribe589_0	244
Dunn2008	Dunn2008	Tribe1013	245
Hejnol2009	Hejnol2009	Tribe1660_0	245
Borowiec2015	Total1080	OG530.fasta.aln_gene593	245
Hejnol2009	Hejnol2009	Tribe2166_0	246
Ryan2013	est.opisthokonta	gene32	246
Borowiec2015	Total1080	OG55.fasta.aln_gene622	246
Hejnol2009	Hejnol2009	Tribe2360_0	247
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15241-42-Calc_Hmm10-BMGE05	247
Borowiec2015	Total1080	OG564.fasta.aln_gene626	247
Borowiec2015	Total1080	OG566.fasta.aln_gene628	248
Ryan2013	genome.opisthokonta	gene5	248
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13616-42-Calc_Hmm10-BMGE05	248
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14776-42-Calc_Hmm10-BMGE05	249
Borowiec2015	Total1080	OG583.fasta.aln_gene647	249
Ryan2013	est.opisthokonta	gene304	249
Hejnol2009	Hejnol2009	Tribe2721_0	250
Borowiec2015	Total1080	OG600.fasta.aln_gene667	250
Ryan2013	est.opisthokonta	gene88	250
Borowiec2015	Total1080	OG601.fasta.aln_gene668	251
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14882-42-Calc_Hmm10-BMGE05	251
Hejnol2009	Hejnol2009	Tribe4870_0	251
Borowiec2015	Total1080	OG618.fasta.aln_gene684	252
Hejnol2009	Hejnol2009	Tribe2198_0	252
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16781-42-Calc_Hmm10-BMGE05	252
Hejnol2009	Hejnol2009	Tribe833_0	253
Dunn2008	Dunn2008	Tribe593	253
Borowiec2015	Total1080	OG652.fasta.aln_gene718	253
Borowiec2015	Total1080	OG658.fasta.aln_gene724	254
Ryan2013	est.opisthokonta	gene122	254
Ryan2013	genome.opisthokonta	gene75	254
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13676-42-Calc_Hmm10-BMGE05	255
Ryan2013	est.opisthokonta	gene67	255
Borowiec2015	Total1080	OG666.fasta.aln_gene733	255
Ryan2013	est.opisthokonta	gene358	256
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10033-1-42-Calc_Hmm10-BMGE05	256
Borowiec2015	Total1080	OG72.fasta.aln_gene802	256
Hejnol2009	Hejnol2009	Tribe4521_0	257
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16963-42-Calc_Hmm10-BMGE05	257
Borowiec2015	Total1080	OG720.fasta.aln_gene793	257
Ryan2013	est.opisthokonta	gene348	258
